latitude,longitude,name,provider,full_address,data_center_count,aggregated_power,aggregated_area,yearbuilt,sources,avg_name_similarity,avg_provider_similarity,state,facility_type_orig,log_power,log_area,ftype_Building,ftype_Campus,ftype_Individual,aggregated_power_imputed
33.2687741,-111.8825177,CyrusOne · PHX4,CyrusOne,"2495 S Ellis Street, Chandler, AZ, USA",1,,103000.0,2017.0,datacenterhawk,1.0,1.0,AZ,Individual,2.3733489513397217,11.542493975902508,False,False,True,9.733277385522646
33.2697453,-111.8815608,CyrusOne · PHX5,CyrusOne,"2405 S Ellis Street, Chandler, AZ, USA",1,,185000.0,2017.0,datacenterhawk,1.0,1.0,AZ,Individual,2.770148277282715,12.128116509451258,False,False,True,14.961000488123995
33.2709636,-111.8832998,ColoHouse · 2335 South Ellis Street,Salt River Project,"2335 South Ellis Street, Phoenix, AZ, USA",2,,,2012.0,datacenterhawk,0.32,0.1538461538461538,AZ,Ambiguous/Flagged,,,False,False,False,
33.27195630000001,-111.8824683,CyrusOne · PHX2,CyrusOne,"2305 S Ellis Street, Chandler, AZ, USA",2,,,2012.0,datacenterhawk,0.9333333333333332,0.0769230769230769,AZ,Ambiguous/Flagged,,,False,False,False,
33.274703,-111.8881214,Digital Realty · PHX15,Salt River Project,"2121 S Price Road, Chandler, AZ, USA",2,76.0,58000.0,2001.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,4.343805421853684,10.968215530759236,False,False,True,76.00000000000001
33.2770662,-111.8856914,H5 Data Centers · 2600 W Germann Road,H5 Data Centers,"2600 W Germann Road, Chandler, AZ, USA",3,26.0,180000.0,2013.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,3.295836866004329,12.100717685412471,False,False,True,26.0
33.3008813,-111.8863212,INAP · 2500 W Frye Rd,Salt River Project,"2500 W Frye Rd, Chandler, AZ, USA",1,4.7,160000.0,1988.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,1.7404661748405046,11.982935344196433,False,False,True,4.700000000000001
33.344391,-111.620524,Apple Inc.: Mesa Data Center,Apple Inc.,"3740 South Signal Butte Road, Mesa, AZ, USA",1,,,2017.0,datacenters.com,1.0,1.0,AZ,Individual,,,False,False,True,
33.3446504,-111.8992421,Centersquare · PHX2-A,Salt River Project,"2055 East Technology Circle, Tempe, AZ, USA",2,,,1989.0,datacenterhawk,0.2461538461538461,1.0,AZ,Ambiguous/Flagged,,,False,False,False,
33.3463249,-111.6194804,EdgeCore · PH02,Salt River Project,"3856 S Everton Terrace, Mesa, AZ, USA",3,0.0,178252.0,2019.0,datacenterhawk,0.9333333333333332,1.0,AZ,Building,0.0,12.090959168429444,True,False,False,0.0
33.3506069,-111.6102207,NTT Global Data Centers · PH1,NTT Global Data Centers,"10256 E Elliot Road, Mesa, AZ, USA",1,,210000.0,2021.0,datacenterhawk,1.0,1.0,AZ,Individual,3.7682971954345703,12.25486757159303,False,False,True,42.30625991890863
33.35518210000001,-111.8268354,OneNeck IT Solutions · Phoenix 1,Salt River Project,"1655 W Sunrise Boulevard, Gilbert, AZ, USA",1,0.7,14168.0,1998.0,datacenterhawk,1.0,1.0,AZ,Individual,0.5306282510621704,9.558811758564227,False,False,True,0.7
33.3944181,-111.9524628,Omnis Network · 1005 W Geneva Drive,Omnis Network,"1005 W Geneva Drive, Tempe, AZ, USA",1,0.625,17000.0,1980.0,datacenterhawk,1.0,1.0,AZ,Individual,0.4855078157817008,9.741027444837728,False,False,True,0.625
33.3955209,-111.9701049,EdgeConneX · PHX01,EdgeConneX,"3011 S 52nd Street, Suite 107, Tempe, AZ, USA",2,3.0,80908.0,1980.0,datacenterhawk; datacenters.com,1.0,1.0,Tempe,Individual,1.3862943611198906,11.301080345313816,False,False,True,3.0
33.4114399,-112.4121243,DCX · GYR1,Arizona Public Service,"16422 W Commerce Drive, Goodyear, AZ, USA",1,,,2012.0,datacenterhawk,1.0,1.0,AZ,Individual,,,False,False,True,
33.4160625,-112.0091614,phoenixNAP · PHX01,phoenixNAP,"3402 E University Drive, Phoenix, AZ, USA",2,4.5,160000.0,1999.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,1.7047480922384253,11.982935344196433,False,False,True,4.5
33.4185433,-112.3572495,STACK Infrastructure · PHX01A,Arizona Public Service,"3001 S Litchfield Road, Avondale, AZ, USA",3,0.0,0.0,2019.0,datacenterhawk,0.9655172413793104,1.0,AZ,Campus,0.0,0.0,False,True,False,0.0
33.419655,-112.360011,Stream Data Centers · Phoenix IFeatured,Arizona Public Service,"2950 S Litchfield Road #1, Goodyear, AZ, USA",1,40.0,418200.0,2008.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,3.713572066704308,12.943717457174193,False,False,True,40.00000000000001
33.4213069,-111.8589771,Centersquare · PHX1,Salt River Project,"1301 West University Boulevard, Mesa, AZ, USA",1,14.0,154158.0,1985.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,2.70805020110221,11.945739816300213,False,False,True,14.0
33.4404171,-112.3766047,Compass Datacenters · PHX I-A,Arizona Public Service,"400 S Bullard Avenue, Goodyear, AZ, USA",6,1.2,10000.0,2021.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,0.7884573603642703,9.210440366976517,False,False,True,1.2000000000000002
33.447158,-112.3734521,Vantage Data Centers · AZ11/AZ12/AZ13,Vantage Data Centers,"45 S Bullard Avenue, Goodyear, AZ, USA",1,32.0,,2021.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,3.4965075614664802,,False,False,True,32.0
33.4519088,-112.0719012,Digital Realty · PHX10,Arizona Public Service,"120 East Van Buren Street, Phoenix, AZ, USA",5,,,1946.0,datacenterhawk; datacenters.com,0.5824467735291776,1.0,AZ,Ambiguous/Flagged,,,False,False,False,
33.4520199,-111.97771,Iron Mountain Data Centers · AZP-2,Iron Mountain,"4802 E Van Buren Street, Phoenix, AZ, USA",2,84.0,230000.0,2019.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,4.442651256490317,12.345838935721968,False,False,True,84.00000000000001
33.4544742,-111.9774182,"Centersquare · PHX1-A,B,C",Arizona Public Service,"615 N. 48th Street, Phoenix, AZ, USA",4,,,2004.0,datacenterhawk; datacenters.com,0.5151416122004356,0.5555555555555555,AZ,Ambiguous/Flagged,,,False,False,False,
33.4623678,-111.9957938,QTS · Phoenix II DC1,QTS,"1200 40th Street, Phoenix, AZ, USA",1,,337334.0,2023.0,datacenterhawk,1.0,1.0,AZ,Individual,3.0495715141296387,12.728831780860695,False,False,True,20.10629873392102
33.4656076,-86.83283039999999,C Spire · 200 Summit Parkway,Emerson Network Power,"200 Summit Parkway, Birmingham, AL, USA",1,0.65,20700.0,1981.0,datacenterhawk,1.0,1.0,AL,Individual,0.5007752879124892,9.937937287265354,False,False,True,0.6499999999999999
33.4656732,-111.9955827,QTS · Phoenix II DC3,QTS,"1600 40th Street, Phoenix, AZ, USA",4,,,2023.0,datacenterhawk,0.95,0.3968253968253969,AZ,Ambiguous/Flagged,,,False,False,False,
33.4663254,-86.8312332,C Spire · 201 Summit Parkway,Emerson Network Power,"201 Summit Parkway, Birmingham, AL, USA",1,,31850.0,1982.0,datacenterhawk,1.0,1.0,AL,Individual,1.0033314228057861,10.368824057681683,False,False,True,1.7273526755590702
33.4705608,-88.7911355,C Spire · 401 Research Boulevard,Starkville Electric,"401 Research Boulevard, Starkville, MS, USA",1,,23800.0,2014.0,datacenterhawk,1.0,1.0,MS,Individual,1.417521595954895,10.077482875583607,False,False,True,3.126879679830191
33.4847911,-112.0757224,DataBank · PHX1,Arizona Public Service,"3110 N. Central Avenue, Phoenix, AZ, USA",1,,267000.0,1980.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,1.4716718196868896,12.495007682693725,False,False,True,3.3565123593979473
33.4932433,-112.0704596,Landmark Dividend · 4010 N 3rd Street,Arizona Public Service,"4010 N 3rd Street, Phoenix, AZ, USA",1,,184000.0,2001.0,datacenterhawk,1.0,1.0,AZ,Individual,2.4703493118286133,12.122696471358964,False,False,True,10.826577293538898
33.5000085,-86.82155399999999,DC Blox · BHM1,DC Blox,"433 6th Street South, Birmingham, AL, USA",1,48.0,31000.0,2019.0,datacenterhawk,1.0,1.0,AL,Individual,3.8918202981106265,10.34177474101152,False,False,True,47.99999999999999
33.5582488,-85.0906687,Fogo Data Centers · 340 Tom Reeve Drive,Fogo Data Centers,"340 Tom Reeve Drive, Carrollton, GA, USA",1,,10000.0,1995.0,datacenterhawk,1.0,1.0,GA,Individual,1.2136019468307495,9.210440366976517,False,False,True,2.365585506197907
33.5644771,-112.1120733,Expedient · 2475 West Townley Avenue,Salt River Project,"2475 West Townley Avenue, Phoenix, AZ, USA",1,3.0,46.0,2010.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,1.3862943611198906,3.8501476017100584,False,False,True,3.0
33.6324227,-111.9177946,Sungard Availability Services · Scottsdale,Arizona Public Service,"7499 East Paradise Lane, Ste. 108, Scottsdale, AZ, USA",1,,102400.0,1999.0,datacenterhawk,1.0,1.0,Scottsdale,Individual,1.9622478485107422,11.536651757164861,False,False,True,6.115303226195157
33.6445574,-111.8957976,Iron Mountain Data Centers · AZS-1,Arizona Public Service,"8521 E. Princess Drive, Scottsdale, AZ, USA",2,24.0,121000.0,2001.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,3.2188758248682006,11.703554089007538,False,False,True,23.999999999999996
33.6588797,-112.1106827,Aligned Data Centers · PHX-01,Arizona Public Service,"2500 West Union Hills Drive, Phoenix, AZ, USA",4,0.0,550000.0,1976.0,datacenterhawk,0.7181353767560664,1.0,AZ,Building,0.0,13.217675375388819,True,False,False,0.0
33.6747929,-78.9425936,DC Blox · Myrtle Beach CLS,DC Blox,"1401 Howard Avenue, Myrtle Beach, SC, USA",1,15.0,125000.0,2024.0,datacenterhawk; datacenters.com,1.0,1.0,SC,Individual,2.772588722239781,11.736077016252437,False,False,True,14.999999999999998
33.6846458,-112.0981242,Flexential · Phoenix - Deer Valley,Arizona Public Service,"1850 West Deer Valley Road, Phoenix, AZ, USA",3,3.25,109476.0,2010.0,datacenterhawk; datacenters.com,1.0,1.0,AZ,Individual,1.4469189829363254,11.603469760513912,False,False,True,3.25
33.6846874,-117.8367921,Centersquare · LAX2Featured,"Cloudflare, Dish Wireless, Cogent Communications, Megaport","2681 Kelvin Avenue, Irvine, CA, USA",2,0.0,150000.0,2000.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,0.0,11.918397239722838,False,False,True,0.0
33.6879673,-117.8479737,"Centersquare · LAX3-A,BFeatured",Southern California Edison,"17836 Gillette Avenue, Irvine, CA, USA",1,,206402.0,1977.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,2.396923542022705,12.237585847367635,False,False,True,9.989316153219734
33.6880844,-117.842909,DataBank · SNA2,DataBank,"17400 Von Karman Avenue, Irvine, CA, USA",1,11.0,33700.0,2011.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,2.4849066497880004,10.425282789490705,False,False,True,11.0
33.6904287,-117.8406183,DataBank · SNA1,DataBank,"17222 Von Karman Avenue, Irvine, CA, USA",1,2.0,52800.0,1976.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,1.0986122886681098,10.874285408908944,False,False,True,2.0000000000000004
33.7012275,-117.86134,Cushman & Wakefield · SA1,Southern California Edison,"9 First American Way, Santa Ana, CA, USA",1,,49382.0,2005.0,datacenterhawk,1.0,1.0,CA,Individual,0.5092116594314575,10.807361514395195,False,False,True,0.6639788956758144
33.717169850000005,-117.80324389999998,IC2NET Tustin Data Center,"IC2 Holdings, Inc.","14351 Myford Rd, Tustin, CA, 92780, USA",1,,20000.0,2003.0,datacentermap,1.0,1.0,CA,Individual,2.032336711883545,9.90353755128617,False,False,True,6.631899088360195
33.7293689,-84.420129,EdgeConneX · ATL01,EdgeConneX,"1003 Donnelly Ave SW, Atlanta, GA, USA",1,,29527.0,1956.0,datacenterhawk,1.0,1.0,GA,Individual,0.8820363879203796,10.293094244709835,False,False,True,1.4158142357023116
33.7299136,-117.8519621,Krypt · 1400 S Grand Ave,Krypt,"1400 S Grand Ave, Santa Ana, CA, USA",1,,65000.0,1992.0,datacenterhawk,1.0,1.0,CA,Individual,0.8349384069442749,11.082157933374816,False,False,True,1.3046720921187025
33.7318275,-84.42362370000001,EdgeConneX · ATL02,EdgeConneX,"1101 Donnelly Ave SW, Atlanta, GA, USA",1,,91980.0,1966.0,datacenterhawk,1.0,1.0,GA,Individual,2.597475051879883,11.429337312963495,False,False,True,12.42978567696997
33.7322526,-84.6149569,Flexential · Atlanta - Douglasville 1,Flexential,"1700 N. River Rd, Douglasville, GA, USA",1,22.0,205000.0,2022.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,3.1354942159291497,12.230770136157428,False,False,True,22.0
33.7324793,-84.6138718,Flexential · Atlanta - Douglasville 2,Graystone,"1750 N River Road, Douglasville, GA, USA",1,4.5,310000.0,2023.0,datacenterhawk,1.0,1.0,GA,Individual,1.7047480922384253,12.644330802262578,False,False,True,4.5
33.73389179999999,-84.42572260000001,DataBank · ATL2,DataBank,"1100 White St SW, Atlanta, GA, USA",1,4.0,75000.0,1962.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,1.6094379124341003,11.225256725762893,False,False,True,3.999999999999999
33.73436,-84.4259897,DataBank · ATL3,Georgia Power,"1150 White St SW, Atlanta, GA, USA",1,6.0,75000.0,1962.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,1.9459101490553132,11.225256725762893,False,False,True,5.999999999999999
33.744177,-84.5811904,"Centersquare · ATL1-A,B,C",Greystone Power Corporation,"375 Riverside Parkway, Lithia Springs, GA, USA",3,0.0,250191.0,1998.0,datacenterhawk,0.5132275132275131,0.7777777777777777,GA,Building,0.0,12.429983902083292,True,False,False,0.0
33.744222,-84.5812119,Centersquare · ATL1,Centersquare,"375 Riverside Parkway, Ste. 100, Lithia Springs, GA, USA",2,0.0,137203.0,1998.0,datacenterhawk; datacenters.com,1.0,1.0,Lithia Springs,Individual,0.0,11.829224148367887,False,False,True,0.0
33.7474283,-84.5790568,Digital Realty · ATL11,Digital Realty,"101 Aquila Way, Austell, GA, USA",1,,313581.0,1999.0,datacenterhawk,1.0,1.0,GA,Individual,1.7242813110351562,12.65581616785188,False,False,True,4.608488821889346
33.748039524618314,-117.15198589243477,AISO Solar Powered Data Center,AISO.Net,"25655 Louisa Lane, Riverside, CA, 92585, USA",1,0.007,2000.0,1997.0,datacentermap,1.0,1.0,CA,Individual,0.006975613736425138,7.601402334583733,False,False,True,0.006999999999999895
33.7549594,-84.3896269,ColoCrossing · GA1,"GTT (Global Telecom & Technology), Cogent Communications, Hibernia Atlantic","34 Peachtree Street, Atlanta, GA, USA",2,,,1961.0,datacenterhawk,0.5,0.0941176470588235,GA,Ambiguous/Flagged,,,False,False,False,
33.7554648,-84.3914602,Digital Realty · ATL13,Georgia Power,"56 Marietta Street, Atlanta, GA, USA",6,0.0,473000.0,1917.0,datacenterhawk; datacenters.com,0.5934065934065934,0.5802469135802468,GA,Campus,0.0,13.06685278163674,False,True,False,0.0
33.7559437,-84.3911017,55 Marietta · 55 Marietta StreetFeatured,Georgia Power Company,"55 Marietta Street, Atlanta, GA, USA",5,,,1955.0,datacenterhawk; datacenters.com,0.7068056745238624,0.7647058823529411,GA,Ambiguous/Flagged,,,False,False,False,
33.757025,-84.58944600000001,Switch · Atlanta 1,Switch,"1 Switch WayLithia Springs, Lithia Springs, GA, USA",4,144.0,365751.0,2020.0,datacenterhawk,0.9444444444444444,1.0,GA,Campus,4.976733742420574,12.809710787083414,False,True,False,143.99999999999997
33.7585633,-84.3877746,Equinix · AT1,Equinix,"180 Peachtree Street NW; Floors 2, 3, 6, Atlanta, GA, USA",2,,,1927.0,datacenterhawk,0.64,0.3076923076923077,6,Ambiguous/Flagged,,,False,False,False,
33.7615038,-84.3914064,Digital Realty · ATL14,Georgia Power,"250 Williams Street, Atlanta, GA, USA",6,,,1989.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,,,False,False,True,
33.7615051,-84.3914096,"Evocative · 250 Williams Street, Suite E-100",Georgia Power,"250 Williams Street, Suite E-100, Atlanta, GA, USA",1,,,1989.0,datacenterhawk,1.0,1.0,Atlanta,Individual,,,False,False,True,
33.763433,-84.60498,"T5 Data Centers · T5@Atlanta, Bldg 1",Georgia Power,"1456 Trae Lane, Lithia Springs, GA, USA",1,,162500.0,2021.0,datacenterhawk,1.0,1.0,GA,Individual,2.8128128051757812,11.998439434579149,False,False,True,15.656704452154269
33.765199,-84.3836503,H5 Data Centers · 345 Courtland Street NE,Georgia Power,"345 Courtland Street NE, Atlanta, GA, USA",3,,110000.0,1975.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,2.1522622108459473,11.608244735642321,False,False,True,7.604301140455592
33.7754992,-84.3877354,DataBank · ATL1,Georgia Power,"760 West Peachtree St NW, Atlanta, GA, USA",1,,98300.0,2019.0,datacenterhawk,1.0,1.0,GA,Individual,2.6164932250976562,11.495789479023493,False,False,True,12.687639853032294
33.775935,-84.41953099999999,QTS · DC 2,Georgia Power,"1025 Jefferson Street NW, Atlanta, GA, USA",1,,495000.0,1940.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,0.5602765679359436,13.112315061750808,False,False,True,0.751156747136509
33.7759874,-84.42104909999999,QTS · Atlanta-Metro DC 1,QTS,"1033 Jefferson Street NW, Atlanta, GA, USA",1,,,1954.0,datacenterhawk,1.0,1.0,GA,Individual,,,False,False,True,
33.7834737,-84.388618,Sungard Availability Services · ATL-1055,Georgia Power,"1055 Spring Street, Atlanta, GA, USA",1,,35300.0,1999.0,datacenterhawk,1.0,1.0,GA,Individual,1.395678997039795,10.471666571132038,False,False,True,3.0377152387694695
33.7879505,-84.38517420000001,DartPoints · 1230 Peachtree Street NE,Cousins Properties,"1230 Peachtree Street NE, Atlanta, GA, USA",1,0.2,,1990.0,datacenterhawk,1.0,1.0,GA,Individual,0.1823215567939546,,False,False,True,0.19999999999999996
33.8317123,-84.3391084,DC Blox · ATL1,DC Blox,"6 West Druid Hills Drive NE, Atlanta, GA, USA",1,,,1968.0,datacenterhawk,1.0,1.0,GA,Individual,,,False,False,True,
33.8411594,-84.5224068,365 Data Centers · 5600 United Drive SE,Georgia Power,"5600 United Drive SE, Smyrna, GA, USA",1,4.0,77300.0,1999.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,1.6094379124341003,11.255462171102444,False,False,True,3.999999999999999
33.8446286,-84.37075689999999,DartPoints · 3280 Peachtree Road NE,Cousins Properties,"3280 Peachtree Road NE, Atlanta, GA, USA",1,0.2,656000.0,2007.0,datacenterhawk,1.0,1.0,GA,Individual,0.1823215567939546,13.393917592315308,False,False,True,0.19999999999999996
33.846954096473546,-117.97045159748166,Aecero,Anaheim Public Utilities,"2463 W La Palma Ave, Anaheim, CA, 92801, USA",1,6.0,110000.0,2000.0,datacentermap,1.0,1.0,CA,Individual,1.9459101490553132,11.608244735642321,False,False,True,5.999999999999999
33.8489582,-117.9710331,Aecero · 2463 W La Palma Avenue,Anaheim Public Utilities,"2463 W La Palma Avenue, Anaheim, CA, USA",2,0.0,193511.0,1984.0,datacenterhawk,1.0,1.0,CA,Building,0.0,12.173094805032967,True,False,False,0.0
33.8508719,-118.3040072,Equinix · LA7,Equinix,"1501 Francisco Street, Torrance, CA, USA",1,9.25,108336.0,2000.0,datacenterhawk,1.0,1.0,CA,Individual,2.327277705584417,11.593002018224842,False,False,True,9.25
33.8797748,-118.0267267,Capital Square 1031 · 16680 Valley View Avenue,Southern California Edison,"16680 Valley View Avenue, La Mirada, CA, USA",2,0.0,16529.0,1982.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,0.0,9.712932190815069,False,False,True,0.0
33.8892478,-118.3687331,Evocative · LAX14,Southern California Edison,"3690 Redondo Beach Avenue, Redondo Beach, CA, USA",1,,100700.0,2012.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,1.5210163593292236,11.519911009143941,False,False,True,3.57687458119777
33.8954451,-84.4536112,Equinix · AT4,Equinix,"450 Interstate North Parkway, Atlanta, GA, USA",1,,87971.0,1998.0,datacenterhawk,1.0,1.0,GA,Individual,2.4815919399261475,11.384773861011587,False,False,True,10.960289332687463
33.915514,-118.384618492729,2260 E El Segundo Blvd (LAX12),Digital Realty,"2260 East El Segundo Boulevard, Los Angeles, CA, 90245, USA",2,,,1979.0,datacentermap,0.2666666666666666,0.2777777777777778,CA,Ambiguous/Flagged,,,False,False,False,
33.9156567,-118.3846315,Digital Realty · LAX12,Southern California Edison,"2260 E El Segundo Boulevard, El Segundo, CA, USA",3,12.1,132000.0,1978.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,2.5726122302071057,11.790564777297387,False,False,True,12.099999999999998
33.9163766,-118.2545039,Evocative · LAX10,Digital Realty,"2260 E EL Segundo Boulevard, Los Angeles, CA, USA",1,12.1,,1978.0,datacenterhawk,1.0,1.0,CA,Individual,2.5726122302071057,,False,False,True,12.099999999999998
33.9176631,-118.38635558122915,China Telecom: Cyxtera LA1 Data Center,China Telecom,"200 N Nash St, El Segundo, CA, 90245, USA",1,,60000.0,1996.0,datacentermap; datacenters.com,1.0,1.0,CA,Individual,1.3521842956542969,11.002116507732017,False,False,True,2.8658604973972976
33.9177324,-118.3863261,Centersquare · LAX1-AFeatured,Southern California Edison,"200 N Nash Street, El Segundo, CA, USA",2,,,1975.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,,,False,False,True,
33.9216329,-118.3840239,Equinix · LA4,Southern California Edison Co.,"445 N Douglas Street, El Segundo, CA, USA",1,,196767.0,2002.0,datacenterhawk,1.0,1.0,CA,Individual,2.8409135341644287,12.189780648753196,False,False,True,16.131408517825157
33.9217372,-118.3864564,Serverfarm · LAX1,ServerFarm,"444 N Nash Street, El Segundo, CA, USA",1,12.0,117500.0,2012.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,2.5649493574615367,11.674202123168433,False,False,True,12.0
33.9243863,-118.3207084,Centersquare · LAX1Featured,Centersquare,"2301 West 120th Street, Hawthorne, CA, USA",1,28.0,288583.0,1962.0,datacenterhawk; datacentermap; datacenters.com,1.0,1.0,CA,Individual,3.367295829986474,12.572741483729612,False,False,True,28.000000000000004
33.9260089,-84.48138349999999,CoreSite · AT2,CoreSite,"1130 Powers Ferry Place, Marietta, GA, USA",4,,,2002.0,datacenterhawk; datacenters.com,0.6909688965191813,0.5,GA,Ambiguous/Flagged,,,False,False,False,
33.926306,-118.3940759,Equinix · LA3,Equinix,"1920 East Maple Avenue, El Segundo, CA, USA",2,,106885.0,1956.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,0.41399791836738586,11.57951812491936,False,False,True,0.5128539776749363
33.9266558,-84.3266222,Lincoln Property Group · 40 Perimeter Center East,Georgia Power,"40 Perimeter Center East, Atlanta, GA, USA",1,2.5,88169.0,2000.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,1.252762968495368,11.387022048081073,False,False,True,2.5
33.9341022,-84.3545303,DartPoints · 1000 Abernathy Road NE,Georgia Power Company,"1000 Abernathy Road NE, Atlanta, GA, USA",1,0.2,586256.0,1986.0,datacenterhawk,1.0,1.0,GA,Individual,0.1823215567939546,13.281513538969849,False,False,True,0.19999999999999996
33.938982,-84.227186,Equinix · AT5,Prologis,"2836 Peterson Place NW, Norcross, GA, USA",1,,40949.0,2001.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,2.2017648220062256,10.620107089281216,False,False,True,8.040955104774726
33.9457188,-118.3933468,QuadraNet · 6171 W Century Blvd,QuadraNet,"6171 W Century Blvd, Los Angeles, CA, USA",2,,80000.0,1978.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,1.0321600437164307,11.289794413577894,False,False,True,1.8071227986530514
33.9547803,-84.1985681,Flexential · Atlanta - Norcross,Flexential,"2775 Northwoods Parkway NW, Norcross, GA, USA",1,,32740.0,1988.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,0.9700590968132019,10.396383394136135,False,False,True,1.6381003580716174
33.9878656,-81.0305887,DartPoints · 1000 Catawba Street,DartPoints,"1000 Catawba Street, Columbia, SC, USA",1,0.5,15000.0,2010.0,datacenterhawk,1.0,1.0,SC,Individual,0.4054651081081644,9.61587214452889,False,False,True,0.5
33.998103,-118.219631,Vernon Data Center,"Downtown Properties Holdings, LLC","5001 S. Soto Street, Los Angeles, CA, 90058, USA",1,52.0,300000.0,2008.0,datacentermap,1.0,1.0,CA,Individual,3.970291913552122,12.611541086966115,False,False,True,52.00000000000001
34.0011147,-118.2310616,Prime Data Centers · LAX01-01,Vernon Power,"4701 South Santa Fe Avenue, Vernon, CA, USA",1,33.0,242495.0,2023.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,3.5263605246161616,12.398740494378274,False,False,True,33.00000000000001
34.0361703,-84.0638073,Serverfarm · ATL1,Serverfarm,"305 Satellite Boulevard, Suwanee, GA, USA",1,10.0,153000.0,2000.0,datacenterhawk; datacenters.com,1.0,1.0,GA,Individual,2.3978952727983707,11.938199736300925,False,False,True,10.000000000000002
34.0385706,-84.05704569999999,QTS · Suwanee DC1,QTS,"300 Satellite Boulevard NW, Suwanee, GA, USA",1,20.0,385000.0,2000.0,datacenterhawk,1.0,1.0,GA,Individual,3.044522437723423,12.861001210669146,False,False,True,20.0
34.0386099,-118.1137847,DigiCo REIT · LAX2,DigiCo,"1980 Saturn Street, Monterey Park, CA, USA",1,,,2024.0,datacenterhawk,1.0,1.0,CA,Individual,,,False,False,True,
34.0409274,-118.1136115,DigiCo REIT · LAX1,DigiCo,"1977 Saturn Street, Monterey Park, CA, USA",1,,,2024.0,datacenterhawk,1.0,1.0,CA,Individual,,,False,False,True,
34.0461774,-118.2586758,Aptum Technologies · 600 West 7th Street,Digital Realty,"600 West 7th Street, Los Angeles, CA, USA",13,,,1914.0,datacenterhawk; datacenters.com,0.5448118625155456,0.7333333333333332,CA,Ambiguous/Flagged,,,False,False,False,
34.0473499,-118.256999,HostDime: Los Angeles Data Center,HostDime,"600 W 7th St, Los Angeles, CA, 90017, USA",3,,,1934.0,datacentermap; datacenters.com,0.7323943661971831,0.2735042735042735,CA,Ambiguous/Flagged,,,False,False,False,
34.0473868,-118.256211,"CoreSite · 650 South Grand Avenue, Suites 600/1000",CoreSite,"650 South Grand Avenue, Suites 600/1000, Los Angeles, CA, USA",1,1.22,66623.0,1926.0,datacenterhawk; datacenters.com,1.0,1.0,Los Angeles,Individual,0.797507195884188,11.10682015197464,False,False,True,1.2199999999999998
34.0474047,-118.2575241,Evocative · LA2,Digital Realty,"600 West 7th Street, Suite 510, Los Angeles, CA, USA",2,27.0,30000.0,1914.0,datacenterhawk; datacentermap; datacenters.com,1.0,1.0,Los Angeles,Individual,3.332204510175204,10.308985993422082,False,False,True,26.999999999999996
34.0479477,-118.2553576,CoreSite · LA1,LADWP,"624 S. Grand Avenue, Los Angeles, CA, USA",7,,,1967.0,datacenterhawk; datacenters.com,0.5714499571902255,0.6615384615384615,CA,Ambiguous/Flagged,,,False,False,False,
34.0482582,-118.2570021,Telehouse · 626W,Telehouse,"626 Wilshire Boulevard, Los Angeles, CA, USA",2,2.0,156000.0,1966.0,datacenterhawk; datacenters.com,1.0,1.0,CA,Individual,1.0986122886681098,11.957617696467539,False,False,True,2.0000000000000004
