latitude,longitude,name,provider,full_address,facility_type,data_center_count,aggregated_power,aggregated_area,yearbuilt,sources,avg_name_similarity,avg_provider_similarity
33.7554648,-84.3914602,Digital Realty · ATL13,Georgia Power,"56 Marietta Street, Atlanta, GA, USA",Campus,6,0.0,473000.0,1917.0,datacenterhawk; datacenters.com,0.5934065934065934,0.5802469135802468
33.7559437,-84.3911017,55 Marietta · 55 Marietta StreetFeatured,Georgia Power Company,"55 Marietta Street, Atlanta, GA, USA",Ambiguous/Flagged,5,,,1955.0,datacenterhawk; datacenters.com,0.7068056745238624,0.7647058823529411
33.757025,-84.58944600000001,Switch · Atlanta 1,Switch,"1 Switch WayLithia Springs, Lithia Springs, GA, USA",Campus,4,144.0,365751.0,2020.0,datacenterhawk,0.9444444444444445,1.0
33.75739057709641,-84.39304049134637,"FOGO Solutions: Atlanta, GA",,"56 Marietta St NW, Atlanta, GA, 30303, USA",Individual,1,,,,datacenters.com,1.0,1.0
33.7585442,-84.3878051,Equinix: AT1 Atlanta IBX Data Center,Equinix,"180 Peachtree Street Northwest, Atlanta, GA, USA",Individual,1,4.0,79200.0,,datacenters.com,1.0,1.0
33.7585633,-84.3877746,Equinix · AT1,Equinix,"180 Peachtree Street NW; Floors 2, 3, 6, Atlanta, GA, USA",Ambiguous/Flagged,2,,,1927.0,datacenterhawk,0.64,0.3076923076923077
33.760204,-84.60161900000001,STACK Infrastructure · ATL02,STACK Infrastructure,"810 Factory Shoals Road, Lithia Springs, GA, USA",Individual,1,,130000.0,,datacenterhawk,1.0,1.0
33.7615038,-84.3914064,Digital Realty · ATL14,Georgia Power,"250 Williams Street, Atlanta, GA, USA",Individual,6,,,1989.0,datacenterhawk; datacenters.com,1.0,1.0
33.7615051,-84.3914096,"Evocative · 250 Williams Street, Suite E-100",Georgia Power,"250 Williams Street, Suite E-100, Atlanta, GA, USA",Individual,1,,,1989.0,datacenterhawk,1.0,1.0
33.7624301,-84.387776,Lunavi: AT1 Atlanta Data Center,Lunavi,"180 Peachtree Street Northeast, Atlanta, GA, USA",Individual,1,5.0,2500.0,,datacenters.com,1.0,1.0
33.763433,-84.60498,"T5 Data Centers · T5@Atlanta, Bldg 1",Georgia Power,"1456 Trae Lane, Lithia Springs, GA, USA",Individual,1,,162500.0,2021.0,datacenterhawk,1.0,1.0
33.765199,-84.3836503,H5 Data Centers · 345 Courtland Street NE,Georgia Power,"345 Courtland Street NE, Atlanta, GA, USA",Individual,3,,110000.0,1975.0,datacenterhawk; datacenters.com,1.0,1.0
33.7655245,-84.6063953,T5 Data Centers: @Atlanta III Data Center,T5 Data Centers,"1546 Trae Lane, Lithia Springs, GA, USA",Individual,1,19.0,,,datacenters.com,1.0,1.0
33.7675809,-118.1932287,CenterServ: Long Beach Data Center,CenterServ,"111 W Ocean Blvd, Long Beach, CA, USA",Individual,1,,,,datacenters.com,1.0,1.0
33.7754992,-84.3877354,DataBank · ATL1,Georgia Power,"760 West Peachtree St NW, Atlanta, GA, USA",Individual,1,,98300.0,2019.0,datacenterhawk,1.0,1.0
33.775935,-84.41953099999999,QTS · DC 2,Georgia Power,"1025 Jefferson Street NW, Atlanta, GA, USA",Individual,1,,495000.0,1940.0,datacenterhawk; datacenters.com,1.0,1.0
33.7759874,-84.42104909999999,QTS · Atlanta-Metro DC 1,QTS,"1033 Jefferson Street NW, Atlanta, GA, USA",Individual,1,,,1954.0,datacenterhawk,1.0,1.0
33.7829932,-84.4203431,QTS Data Centers: Atlanta 3 DC1 Data Center,QTS Data Centers,"953 Herndon Street Northwest, Atlanta, GA, USA",Individual,1,,,,datacenters.com,1.0,1.0
33.7834737,-84.388618,Sungard Availability Services · ATL-1055,Georgia Power,"1055 Spring Street, Atlanta, GA, USA",Individual,1,,35300.0,1999.0,datacenterhawk,1.0,1.0
33.7841694,-84.42198929999999,QTS Data Centers: Atlanta 4 DC1 Data Center,QTS Data Centers,"1103 Herndon Street Northwest, Atlanta, GA, USA",Individual,1,,,,datacenters.com,1.0,1.0
33.7879505,-84.38517420000001,DartPoints · 1230 Peachtree Street NE,Cousins Properties,"1230 Peachtree Street NE, Atlanta, GA, USA",Individual,1,0.2,,1990.0,datacenterhawk,1.0,1.0
33.798424900616475,-84.43548080828879,Edged: Edged Atlanta Data Center,,"1800 Thomas Street Northwest, Atlanta, GA, 30318, USA",Individual,1,,,,datacenters.com,1.0,1.0
33.8045096,-117.8822937,CenterServ: Anaheim Data Center,CenterServ,"2400 East Katella Avenue, Anaheim, CA, USA",Individual,1,,,,datacenters.com,1.0,1.0
33.8128852,-84.45929439999999,Edged Energy · ATL01-1,Edged Energy,"1800 Thomas Street NW, Atlanta, GA, USA",Campus,3,0.0,659759.0,,datacenterhawk,0.9545454545454546,1.0
33.8313796,-117.9181779,Cogent Communications: Anaheim Data Center,Cogent Communications,"300 S Harbor Blvd, Anaheim, CA, USA",Individual,1,,1169.0,,datacenters.com,1.0,1.0
33.83170605,-117.91830589271186,Cogent Data Center - Anaheim,"Cogent Communications, Inc.","300 S Harbor Blvd., Anaheim, CA, 92805, USA",Individual,1,,1169.0,,datacentermap,1.0,1.0
33.8317123,-84.3391084,DC Blox · ATL1,DC Blox,"6 West Druid Hills Drive NE, Atlanta, GA, USA",Individual,1,,,1968.0,datacenterhawk,1.0,1.0
33.834767,-117.94510749688304,Cogent Data Center - Anaheim 2,"Cogent Communications, Inc.","1750 W Penhall Way, Anaheim, CA, 92801, USA",Individual,1,,55240.0,,datacentermap,1.0,1.0
33.8411594,-84.5224068,365 Data Centers · 5600 United Drive SE,Georgia Power,"5600 United Drive SE, Smyrna, GA, USA",Individual,1,4.0,77300.0,1999.0,datacenterhawk; datacenters.com,1.0,1.0
33.8446286,-84.37075689999999,DartPoints · 3280 Peachtree Road NE,Cousins Properties,"3280 Peachtree Road NE, Atlanta, GA, USA",Individual,1,0.2,656000.0,2007.0,datacenterhawk,1.0,1.0
33.846954096473546,-117.97045159748166,Aecero,Anaheim Public Utilities,"2463 W La Palma Ave, Anaheim, CA, 92801, USA",Individual,1,6.0,110000.0,2000.0,datacentermap,1.0,1.0
33.846955,-117.9703721320082,Lumen Anaheim 1,Lumen,"2461 W. La Palma Avenue, Anaheim, CA, 92801, USA",Individual,1,,51149.0,,datacentermap,1.0,1.0
33.8489582,-117.9710331,Aecero · 2463 W La Palma Avenue,Anaheim Public Utilities,"2463 W La Palma Avenue, Anaheim, CA, USA",Building,2,0.0,193511.0,1984.0,datacenterhawk,1.0,1.0
33.8508719,-118.3040072,Equinix · LA7,Equinix,"1501 Francisco Street, Torrance, CA, USA",Individual,1,9.25,108336.0,2000.0,datacenterhawk,1.0,1.0
33.8797748,-118.0267267,Capital Square 1031 · 16680 Valley View Avenue,Southern California Edison,"16680 Valley View Avenue, La Mirada, CA, USA",Individual,2,0.0,16529.0,1982.0,datacenterhawk; datacenters.com,1.0,1.0
33.8892478,-118.3687331,Evocative · LAX14,Southern California Edison,"3690 Redondo Beach Avenue, Redondo Beach, CA, USA",Individual,1,,100700.0,2012.0,datacenterhawk; datacenters.com,1.0,1.0
33.889492585644724,-118.37004457097676,Evocative: Redondo Beach Data Center (LAX14),Evocative,"3690 Redondo Beach Avenue, Redondo Beach, CA, 90278, USA",Individual,1,7.0,104000.0,,datacentermap; datacenters.com,1.0,1.0
33.8954451,-84.4536112,Equinix · AT4,Equinix,"450 Interstate North Parkway, Atlanta, GA, USA",Individual,1,,87971.0,1998.0,datacenterhawk,1.0,1.0
33.9008401,-84.4537443,DSM: Atlanta Data Center,,"2030 Powers Ferry Road, Atlanta, GA, USA",Individual,1,,,,datacenters.com,1.0,1.0
33.9015736,-117.4935509,CenterServ: Riverside Data Center,CenterServ,"11801 Pierce Street, Riverside, CA, USA",Individual,1,,,,datacenters.com,1.0,1.0
33.90339696998065,-118.38858495193874,"Krypt: Data Center El Segundo, CA (LAX13)",Krypt,"444 South Nash Street, El Segundo, CA, 90245, USA",Individual,1,15.0,100.0,,datacenters.com,1.0,1.0
33.915514,-118.384618492729,2260 E El Segundo Blvd (LAX12),Digital Realty,"2260 East El Segundo Boulevard, Los Angeles, CA, 90245, USA",Ambiguous/Flagged,2,,,1979.0,datacentermap,0.26666666666666666,0.2777777777777778
33.9156567,-118.3846315,Digital Realty · LAX12,Southern California Edison,"2260 E El Segundo Boulevard, El Segundo, CA, USA",Individual,3,12.1,132000.0,1978.0,datacenterhawk; datacenters.com,1.0,1.0
33.9163766,-118.2545039,Evocative · LAX10,Digital Realty,"2260 E EL Segundo Boulevard, Los Angeles, CA, USA",Individual,1,12.1,,1978.0,datacenterhawk,1.0,1.0
33.9176631,-118.38635558122915,China Telecom: Cyxtera LA1 Data Center,China Telecom,"200 N Nash St, El Segundo, CA, 90245, USA",Individual,1,,60000.0,1996.0,datacentermap; datacenters.com,1.0,1.0
33.9177324,-118.3863261,Centersquare · LAX1-AFeatured,Southern California Edison,"200 N Nash Street, El Segundo, CA, USA",Individual,2,,,1975.0,datacenterhawk; datacenters.com,1.0,1.0
33.9216329,-118.3840239,Equinix · LA4,Southern California Edison Co.,"445 N Douglas Street, El Segundo, CA, USA",Individual,1,,196767.0,2002.0,datacenterhawk,1.0,1.0
33.9217372,-118.3864564,Serverfarm · LAX1,ServerFarm,"444 N Nash Street, El Segundo, CA, USA",Individual,1,12.0,117500.0,2012.0,datacenterhawk; datacenters.com,1.0,1.0
33.92362624113706,-118.31857955807811,Centersquare: LAX4-A Hawthorne Data Center,Centersquare,"2301 West 120th Street, Hawthorne, CA, 90250, USA",Individual,1,28.0,288583.0,,datacenters.com,1.0,1.0
33.9243863,-118.3207084,Centersquare · LAX1Featured,Centersquare,"2301 West 120th Street, Hawthorne, CA, USA",Individual,1,28.0,288583.0,1962.0,datacenterhawk; datacentermap; datacenters.com,1.0,1.0
33.9260089,-84.48138349999999,CoreSite · AT2,CoreSite,"1130 Powers Ferry Place, Marietta, GA, USA",Ambiguous/Flagged,4,,,2002.0,datacenterhawk; datacenters.com,0.6909688965191813,0.5
33.926306,-118.3940759,Equinix · LA3,Equinix,"1920 East Maple Avenue, El Segundo, CA, USA",Individual,2,,106885.0,1956.0,datacenterhawk; datacenters.com,1.0,1.0
33.9263426,-118.39405558456365,Equinix LA3,Equinix,"1920 E Maple Ave, Los Angeles, CA, 90245, USA",Individual,1,,78318.0,,datacentermap; datacenters.com,1.0,1.0
33.9266558,-84.3266222,Lincoln Property Group · 40 Perimeter Center East,Georgia Power,"40 Perimeter Center East, Atlanta, GA, USA",Individual,1,2.5,88169.0,2000.0,datacenterhawk; datacenters.com,1.0,1.0
33.9341022,-84.3545303,DartPoints · 1000 Abernathy Road NE,Georgia Power Company,"1000 Abernathy Road NE, Atlanta, GA, USA",Individual,1,0.2,586256.0,1986.0,datacenterhawk,1.0,1.0
33.938982,-84.227186,Equinix · AT5,Prologis,"2836 Peterson Place NW, Norcross, GA, USA",Individual,1,,40949.0,2001.0,datacenterhawk; datacenters.com,1.0,1.0
33.9457188,-118.3933468,QuadraNet · 6171 W Century Blvd,QuadraNet,"6171 W Century Blvd, Los Angeles, CA, USA",Individual,2,,80000.0,1978.0,datacenterhawk; datacenters.com,1.0,1.0
33.9533237,-98.5247211,DataNovaX · 2236 Airport Drive,DataNovaX,"2236 Airport Drive, Wichita Falls, TX, USA",Individual,1,,,,datacenterhawk,1.0,1.0
33.954730350000006,-84.1985251922619,Flexential: Atlanta - Norcross Data Center,Flexential,"2775 Northwoods Pkwy, Norcross, GA, 30071, USA",Individual,1,2.0,32740.0,,datacenters.com,1.0,1.0
33.9547803,-84.1985681,Flexential · Atlanta - Norcross,Flexential,"2775 Northwoods Parkway NW, Norcross, GA, USA",Individual,1,,32740.0,1988.0,datacenterhawk; datacenters.com,1.0,1.0
33.9876644,-81.03073210000001,DartPoints: Columbia Data Center,,"1000 Catawba Street ste 180, Columbia, SC, 29201, USA",Individual,1,,15000.0,,datacenters.com,1.0,1.0
33.9878656,-81.0305887,DartPoints · 1000 Catawba Street,DartPoints,"1000 Catawba Street, Columbia, SC, USA",Individual,1,0.5,15000.0,2010.0,datacenterhawk,1.0,1.0
33.99343955,-117.3478496248464,Acorn Technology Services Data Center,Acorn Technology Services,"1960 Chicago Ave, Riverside, CA, 92507, USA",Individual,1,,,,datacentermap,1.0,1.0
33.9969611,-117.3457381,Lumen: Riverside 1 Data Center,Lumen,"1550 Marlborough Avenue, Riverside, CA, USA",Individual,1,,23000.0,,datacentermap; datacenters.com,1.0,1.0
33.998103,-118.219631,Vernon Data Center,"Downtown Properties Holdings, LLC","5001 S. Soto Street, Los Angeles, CA, 90058, USA",Individual,1,52.0,300000.0,2008.0,datacentermap,1.0,1.0
33.9989959,-96.7182197,"Google: Mayes County, OK Data Center",Google,"4111 North East 1st Street, OK, US",Individual,1,,,,datacenters.com,1.0,1.0
34.0011147,-118.2310616,Prime Data Centers · LAX01-01,Vernon Power,"4701 South Santa Fe Avenue, Vernon, CA, USA",Individual,1,33.0,242495.0,2023.0,datacenterhawk; datacenters.com,1.0,1.0
34.031435,-84.066545,QTS Data Centers: Suwanee Data Center 1,"QTS Realty Trust, Inc.","300 Satellite Boulevard, Suwanee, GA, 30024, USA",Individual,1,26.0,,,datacenters.com,1.0,1.0
34.0361703,-84.0638073,Serverfarm · ATL1,Serverfarm,"305 Satellite Boulevard, Suwanee, GA, USA",Individual,1,10.0,153000.0,2000.0,datacenterhawk; datacenters.com,1.0,1.0
34.0385332,-84.0560332,QTS · Suwanee DC2,QTS,"120 Satellite Blvd NW, Suwanee, GA, USA",Individual,1,24.0,376900.0,,datacenterhawk,1.0,1.0
34.0385706,-84.05704569999999,QTS · Suwanee DC1,QTS,"300 Satellite Boulevard NW, Suwanee, GA, USA",Individual,1,20.0,385000.0,2000.0,datacenterhawk,1.0,1.0
34.0386099,-118.1137847,DigiCo REIT · LAX2,DigiCo,"1980 Saturn Street, Monterey Park, CA, USA",Individual,1,,,2024.0,datacenterhawk,1.0,1.0
34.0409274,-118.1136115,DigiCo REIT · LAX1,DigiCo,"1977 Saturn Street, Monterey Park, CA, USA",Individual,1,,,2024.0,datacenterhawk,1.0,1.0
34.0461774,-118.2586758,Aptum Technologies · 600 West 7th Street,Digital Realty,"600 West 7th Street, Los Angeles, CA, USA",Ambiguous/Flagged,13,,,1914.0,datacenterhawk; datacenters.com,0.5448118625155456,0.7333333333333332
34.0466388,-118.2574197,Digital Realty · LAX13,Digital Realty,"727 South Grand Avenue, Los Angeles, CA, USA",Individual,1,,,,datacenterhawk,1.0,1.0
34.0473499,-118.256999,HostDime: Los Angeles Data Center,HostDime,"600 W 7th St, Los Angeles, CA, 90017, USA",Ambiguous/Flagged,3,,,1934.0,datacentermap; datacenters.com,0.7323943661971831,0.2735042735042735
34.0473868,-118.256211,"CoreSite · 650 South Grand Avenue, Suites 600/1000",CoreSite,"650 South Grand Avenue, Suites 600/1000, Los Angeles, CA, USA",Individual,1,1.22,66623.0,1926.0,datacenterhawk; datacenters.com,1.0,1.0
34.0473958,-118.2573914,Hivelocity: LA2 Digital Realty,,"600 W 7th St suite 550, Los Angeles, CA, USA",Individual,1,,,,datacenters.com,1.0,1.0
34.0474047,-118.2575241,Evocative · LA2,Digital Realty,"600 West 7th Street, Suite 510, Los Angeles, CA, USA",Individual,2,27.0,30000.0,1914.0,datacenterhawk; datacentermap; datacenters.com,1.0,1.0
34.0478871,-118.2555541091128,China Telecom: Coresite LA1 Data Center,China Telecom,"624 S Grand Ave, Los Angeles, CA, 90017, USA",Ambiguous/Flagged,2,,,,datacentermap; datacenters.com,0.5862068965517241,1.0
34.0479477,-118.2553576,CoreSite · LA1,LADWP,"624 S. Grand Avenue, Los Angeles, CA, USA",Ambiguous/Flagged,7,,,1967.0,datacenterhawk; datacenters.com,0.5714499571902255,0.6615384615384615
34.04795,-118.2401429,Aptum Technologies: LAX-600W7 Data Center,Aptum Technologies,"360 East 2nd Street, Los Angeles, CA, USA",Individual,1,,5000.0,,datacenters.com,1.0,1.0
34.047978,-118.256154,Lumen Los Angeles 4,Lumen,"600 Wilshire Blvd, Los Angeles, CA, 90017, USA",Individual,1,,18500.0,,datacentermap,1.0,1.0
34.0480619,-118.2400005,Aptum Los Angeles,Aptum,"360 E 2nd Street, Los Angeles, CA, 90017, USA",Individual,1,,5000.0,,datacentermap,1.0,1.0
34.048218285714285,-118.25461942857144,Colocation America LADC4,Colocation America,"530 W. 6th St, Los Angeles, CA, 90017, USA",Ambiguous/Flagged,2,,,,datacentermap,0.2608695652173913,0.21428571428571427
34.0482582,-118.2570021,Telehouse · 626W,Telehouse,"626 Wilshire Boulevard, Los Angeles, CA, USA",Individual,2,2.0,156000.0,1966.0,datacenterhawk; datacenters.com,1.0,1.0
34.0482839,-118.2569578,TELEHOUSE Los Angeles Center,Telehouse America,"626 Wilshire Boulevard, Los Angeles, CA, 90017, USA",Individual,1,0.665,13000.0,1998.0,datacentermap,1.0,1.0
34.0483363,-118.2550835,QuadraNet · 530 W. 6th Street,QuadraNet,"530 W. 6th Street, Los Angeles, CA, USA",Individual,3,,,1928.0,datacenterhawk; datacentermap; datacenters.com,1.0,1.0
34.0483579,-118.2550045,ServerMania: Los Angeles Data Center,ServerMania,"530 West 6th Street suite 901, Los Angeles, CA, USA",Individual,1,,50000.0,,datacenters.com,1.0,1.0
34.0483839,-118.2563018,Xyvest: 611 Wilshire Blvd Data Center,Xyvest Holdings Inc,"611 Wilshire Boulevard, Los Angeles, CA, USA",Individual,1,,,,datacentermap; datacenters.com,1.0,1.0
34.04867,-118.257238,Psychz Los Angeles,Psychz Networks,"700 Wilshire Blvd, Los Angeles, CA, 90017, USA",Individual,1,,,,datacentermap,1.0,1.0
34.048717,-118.2574398,Psychz Networks: Los Angeles Data Center,Psychz Networks,"700 Wilshire Boulevard, Los Angeles, CA, USA",Individual,1,,15000.0,,datacenters.com,1.0,1.0
34.04886330612245,-118.25887369387756,China Telecom: LA2 Data Center,China Telecom,"818 West 7th Street, Los Angeles, CA, 90017, USA",Individual,2,,,1925.0,datacentermap; datacenters.com,1.0,1.0
34.0488973,-118.2595846,Equinix · LA2,Equinix,"818 W 7th Street; 6th Floor, Los Angeles, CA, USA",Individual,1,,405768.0,1925.0,datacenterhawk; datacenters.com,1.0,1.0
34.0492187,-118.2570021,Edge Centres · EC101,Edge Centres,"707 Wilshire Boulevard, Los Angeles, CA, USA",Individual,1,,,1973.0,datacenterhawk,1.0,1.0
34.0492822,-118.256963,Colocation America LADC2,Colocation America,"707 Wilshire Blvd, Los Angeles, CA, 90017, USA",Ambiguous/Flagged,3,,,1973.0,datacentermap,0.30406681190994916,0.20396481920982826
34.051107200000004,-118.26591632340578,LeaseWeb: Los Angeles LAX-12 Data Center,LeaseWeb,"1200 W 7th St, Los Angeles, CA, 90017, USA",Individual,1,22.0,350000.0,,datacentermap; datacenters.com,1.0,1.0
34.0512231,-118.2662825,ColoCrossing · LA1,LADWP,"1200 W 7th street, Los Angeles, CA, USA",Ambiguous/Flagged,4,,,1983.0,datacenterhawk,0.49526847421584264,0.2696556205328135
34.0513023,-118.2658542,Dynascale: West7Center Data Center,Dynascale,"1200 West 7th Street, Los Angeles, CA, USA",Individual,1,22.0,375000.0,,datacenters.com,1.0,1.0
34.0570483,-84.2728648,Lincoln Property Group · ATL2,Georgia Power Company,"4905 North Point Parkway, Alpharetta, GA, USA",Individual,1,,185000.0,2009.0,datacenterhawk; datacenters.com,1.0,1.0
34.057956,-118.2346867,CoreSite: LA2 Los Angeles Data Center,CoreSite,"900 Alameda Street, Los Angeles, CA, USA",Ambiguous/Flagged,2,,,,datacenters.com,0.8,0.125
34.0581332,-118.2370352,CoreSite · LA2,CoreSite,"900 N. Alameda, Suite 200, Los Angeles, CA, USA",Individual,3,0.0,424890.0,1938.0,datacenterhawk; datacentermap; datacenters.com,1.0,1.0
34.058197,-118.23695,China Telecom: Coresite LA2 Data Center,China Telecom,"900 N Alameda St, Los Angeles, CA, 90012, USA",Individual,3,0.025,,,datacentermap; datacenters.com,1.0,1.0
34.0585469,-118.2353139,CoreSite: LA3 Los Angeles Data Center,CoreSite,"200 Bauchet Street, Los Angeles, CA, USA",Individual,1,,150000.0,,datacenters.com,1.0,1.0
34.05878629989686,-118.23588036029098,Zenlayer: LAX9 Los Angeles Data Center,Zenlayer,"200 Bauchet Street, Los Angeles, CA, 90012, USA",Individual,1,,160000.0,2020.0,datacentermap; datacenters.com,1.0,1.0
34.0593701,-118.2355582,CoreSite · LA3,CoreSite,"260 Bauchet Street, Los Angeles, CA, USA",Individual,1,11.96,179600.0,2019.0,datacenterhawk,1.0,1.0
34.06029369354839,-117.55835711290322,One Data Center Ontario,One Data Center America,"350 S Milliken Ave, Ontario, CA, 91761, USA",Individual,1,,,,datacentermap,1.0,1.0
34.0609075,-118.2932992,Xfernet: Los Angeles Data Center (Wilshire Blvd),Xfernet,"3250 Wilshire Boulevard, Los Angeles, CA, USA",Individual,1,1.0,10000.0,,datacenters.com,1.0,1.0
34.0634302,-84.2727274,365 Data Centers · ATL-11650,Georgia Power,"11650 Great Oaks Way, Alpharetta, GA, USA",Individual,1,4.0,77300.0,1999.0,datacenterhawk; datacenters.com,1.0,1.0
34.06634219563638,-117.56840371081654,One Data Center America,One Data Center America,"3833 Ebony St, Ontario, CA, 91761, USA",Individual,1,,,,datacentermap,1.0,1.0
34.0666687,-117.5682629,One Data Center America: Ontario CA Data Center,,"3833 Ebony Street, Ontario, CA, USA",Individual,1,,,,datacenters.com,1.0,1.0
34.0757901,-84.26427810000001,STACK Infrastructure · ATL01A,Georgia Power Co.,"3200 Webb Bridge Road, Alpharetta, GA, USA",Individual,1,1.5,105000.0,2011.0,datacenterhawk; datacenters.com,1.0,1.0
34.0823425,-84.267741,Lincoln Property Group · 2525 Westside Parkway,Georgia Power,"2525 Westside Parkway, Alpharetta, GA, USA",Individual,1,,240226.0,,datacenterhawk,1.0,1.0
34.0871601,-84.2523456,Flexential · Atlanta – Alpharetta,Flexential,"12655 Edison Drive, Alpharetta, GA, USA",Individual,2,,142475.0,2019.0,datacenterhawk; datacenters.com,1.0,1.0
34.09712693103448,-117.36609855172414,Cogent Data Center - Rialto,"Cogent Communications, Inc.","282 S Sycamore Ave, Rialto, CA, 92376, USA",Individual,1,,46610.0,,datacentermap,1.0,1.0
34.1456139417873,-118.77708945894868,Converge Technology Solutions Data Center,KeyInfo,"30077 Agoura Ct, Agoura Hills, CA, 91301, USA",Individual,1,1.0,6000.0,2006.0,datacentermap,1.0,1.0
34.152417,-118.2544199,CenterServ: Glendale Data Center,CenterServ,"450 North Brand Boulevard, Glendale, CA, USA",Individual,1,,,,datacenters.com,1.0,1.0
34.1545306,-99.2650804,Sabey Data Centers · North Texas,Sabey Data Centers,"FM 2897Vernon, Vernon, TX, USA",Individual,1,,,,datacenterhawk,1.0,1.0
34.1684928,-118.0889006,BreezeHost.io: Los Angeles,BreezeHost.io,"2947 Bradley Street, Pasadena, CA, USA",Ambiguous/Flagged,2,,,,datacenters.com,0.34782608695652173,0.29411764705882354
34.177622,-118.311964,Cogent Data Center - Burbank,"Cogent Communications, Inc.","100 S Flower St, Burbank, CA, 91502, USA",Individual,1,,52768.0,,datacentermap,1.0,1.0
34.18462228933064,-117.3560953539596,Lumen San Bernardino,Lumen,"5705 Industrial Parkway, San Bernardino, CA, 92407, USA",Individual,1,,20000.0,,datacentermap,1.0,1.0
34.184634,-117.3540267,Lumen: San Bernardino 1 Data Center,Lumen,"5705 Industrial Parkway, San Bernardino, CA, USA",Individual,1,,20000.0,,datacenters.com,1.0,1.0
34.19932857849869,-118.34276329126148,Centersquare - Los Angeles LAX2,Cyxtera,"3015 Winona Avenue, Burbank, CA, 91504, USA",Ambiguous/Flagged,2,,,1991.0,datacentermap,0.17543859649122806,0.09523809523809523
34.19987390000001,-118.3438023,Centersquare · LAX2-A,Burbank Water & Power,"3015 Winona Avenue, Burbank, CA, USA",Individual,3,,,1991.0,datacenterhawk; datacenters.com,1.0,1.0
34.23185111273689,-118.57062965099134,IHNetworks Datacenter (SFV1),"IHNetworks, LLC","20339 Nordhoff Street, Chatsworth, CA, 91311, USA",Individual,1,,,,datacentermap,1.0,1.0
34.414414,-119.690154,Lumen Santa Barbara,Lumen,"122 Helena Ave, Santa Barbara, CA, 92101, USA",Individual,1,,15900.0,,datacentermap,1.0,1.0
34.4144454,-119.6901707,Lumen: Santa Barbara 1 Data Center,Lumen,"122 Helena Ave, Santa Barbara, CA, USA",Individual,1,,15900.0,,datacenters.com,1.0,1.0
34.422150450000004,-119.70603,Impulse Santa Barbara,Impulse Advanced Communications,"104 W Anapamu St, Santa Barbara, CA, 93101, USA",Individual,1,,,,datacentermap,1.0,1.0
34.439886,-119.8350028,Impulse Goleta,Impulse Advanced Communications,"6144 Calle Real #200, Goleta, CA, 93117, USA",Individual,1,,,,datacentermap,1.0,1.0
34.642865,-97.1691069,Lumen: Oklahoma City 1 Data Center,Lumen,"201 East Robert S Kerr Boulevard, Wynnewood, OK, USA",Individual,1,0.018,7445.0,,datacenters.com,1.0,1.0
34.70993050000001,-86.6928945,DC Blox · HSV1,DC Blox,"333 Diamond Drive NW, Huntsville, AL, USA",Individual,1,1.5,13000.0,2018.0,datacenterhawk; datacenters.com,1.0,1.0
34.7454409,-86.691892,Simple Helix · 165 West Park Loop,Simple Helix,"165 West Park Loop, Huntsville, AL, USA",Individual,1,,,1987.0,datacenterhawk; datacenters.com,1.0,1.0
34.7560412,-92.4442068,TierPoint · LIT,TierPoint,"15707 Chenal Parkway, Little Rock, AR, USA",Individual,1,,30708.0,1993.0,datacenterhawk; datacenters.com,1.0,1.0
34.806557,-82.345889,DC Blox · 33 Global Drive,DC Blox,"33 Global Drive, Greenville, SC, USA",Individual,2,,60700.0,2021.0,datacenterhawk; datacenters.com,1.0,1.0
34.8071575,-82.3436249,DartPoints · 78 Global Drive,DartPoints,"78 Global Drive, Greenville, SC, USA",Individual,1,,25800.0,1988.0,datacenterhawk; datacenters.com,1.0,1.0
34.8261326,-106.7752309,"Meta, Inc.: Los Lunas Data Center","Meta, Inc.","4250 Messenger Loop, Los Lunas, NM, USA",Individual,1,,,,datacenters.com,1.0,1.0
34.840567,-86.62952899999999,"Meta, Inc.: Huntsville Data Center","Meta, Inc.","5400 Prosperity Dr NW, Toney, AL, USA",Individual,1,,,,datacenters.com,1.0,1.0
34.9201556,-85.7446011,"Google: Jackson County, AL Data Center",Google,"48809 Alabama 277, Bridgeport, AL, USA",Individual,1,,270000.0,2018.0,datacenters.com,1.0,1.0
34.9965475,-82.03483512323407,DartPoints: Spartanburg Data Center,DartPoints,"5700 N Blackstock Rd, Spartanburg, SC, 29303, USA",Individual,1,,21400.0,,datacenters.com,1.0,1.0
35.0315515,-85.2972528,DC Blox · CHA1,DC Blox,"807 East 16th Street, Chattanooga, TN, USA",Individual,1,1.0,8000.0,,datacenterhawk; datacenters.com,1.0,1.0
35.03878340000001,-89.8853563,EdgeConnex: MEM01 Memphis Data Center,EdgeConnex,"4005 S Mendenhall Rd #6, Memphis, TN, 38115, USA",Individual,1,1.0,16700.0,,datacenters.com,1.0,1.0
35.03901889999999,-89.88569179999999,EdgeConneX · MEM01,EdgeConneX,"4005 S Mendenhall Road, Memphis, TN, USA",Individual,1,,16700.0,1988.0,datacenterhawk,1.0,1.0
35.04177240000001,-89.8845309,Connect · 3900 S Mendenhall Road,Oppidan Investment Company,"3900 S Mendenhall Road, Memphis, TN, USA",Individual,1,,89977.0,,datacenterhawk,1.0,1.0
35.0629714,-89.7861257,Expedient · Germantown,Expedient,"3180 Players Lane, Memphis, TN, USA",Individual,4,0.75,35000.0,1991.0,datacenterhawk; datacenters.com,1.0,1.0
