unique_key,source,Name,Provider,StreetAddress,City,ZipCode,State,Country,Whitespace,Area,YearBuilt,Power,Scale,Certifications,URL,Power_Standardized,Area_Standardized
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/iron-mountain-ohs-1/,datacentermap,Iron Mountain Data Centers OHS-1,Iron Mountain,3366 S. Tech Blvd.,Dayton,45342,Ohio,USA,"44,000 sq.f.","44,000 sq.f.",,1.4 MW,,"DSS, PCI Certified, ISO27001 Certified, HIPAA, ISO9001 Certified, ISO14001 Certified, ISO22301 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 1 Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/ohio/dayton/iron-mountain-ohs-1/,1.4,44000.0
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/encore-technologies-msb1/,datacentermap,Encore Technologies MSB1,Encore Technologies,9333 N Springboro Pike,Miamisburg,45342,Ohio,USA,,,,,,"SOC 2 certified, PCI, HIPAA",https://www.datacentermap.com/usa/ohio/dayton/encore-technologies-msb1/,,
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/lumen-dayton-2/,datacentermap,Lumen Dayton 2,Lumen,130 W 2nd St,Dayton,45402,Ohio,USA,,,,20 kW,,,https://www.datacentermap.com/usa/ohio/dayton/lumen-dayton-2/,0.02,
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/level3-dayton1/,datacentermap,Lumen Dayton 1,Lumen,600 S Broadway Street,Dayton,45408,Ohio,USA,"4,685 sq. ft.","1,280 sq. ft.",,,,,https://www.datacentermap.com/usa/ohio/dayton/level3-dayton1/,,4685.0
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/twtc-dayton/,datacentermap,Lumen Dayton 3,Lumen,1 S Main St,Dayton,45402,Ohio,USA,,,,,,,https://www.datacentermap.com/usa/ohio/dayton/twtc-dayton/,,
Ohio_Akron Canton_https://www.datacentermap.com/usa/ohio/akron-canton/the-karcher-group/,datacentermap,TKG Data Center,,"The Karcher Group, 5590 Lauby Rd",Akron Canton,44720,Ohio,USA,,,2006,Up to 3 phase available,,,https://www.datacentermap.com/usa/ohio/akron-canton/the-karcher-group/,,
Ohio_Akron Canton_https://www.datacentermap.com/usa/ohio/akron-canton/cbts-mason-data-center/,datacentermap,CBTS Mason Data Center,CBTS,784 Forrest Hill St.,Mason,45040,Ohio,USA,,,1930,100% redundancy capabilities throughout power delivery system,,"Annual SAS 70 Type II audit, HIPAA Compliance audit",https://www.datacentermap.com/usa/ohio/akron-canton/cbts-mason-data-center/,,
Ohio_Hannibal_https://www.datacentermap.com/usa/ohio/hannibal/hannibal-gap-data-center/,datacentermap,DP Facilities - Hannibal Gap Data Center,DP Facilities,43840 State Route 7,Hannibal,43931,Ohio,USA,,,,485MW,"Cloud, Hyperscale, Enterprise",,https://www.datacentermap.com/usa/ohio/hannibal/hannibal-gap-data-center/,485.0,
Ohio_Lima OH_https://www.datacentermap.com/usa/ohio/lima-oh/microtronix-datacenter/,datacentermap,Microtronix Datacenter,"Microtronix ESolutions, LLC",349 Wayne St,Lima OH,45876,Ohio,USA,,,2001,,,,https://www.datacentermap.com/usa/ohio/lima-oh/microtronix-datacenter/,,
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/350-east-cermark-road/,datacentermap,350 East Cermak Road (ORD10),Digital Realty,350 East Cermak Road,Chicago,60616,Illinois,USA,"206,100 sq.f.","1,133,000 sq.f.",1924,19.5 MW,,"Tier 3, DSS, PCI Certified, ISO27001 Certified, LEED, HIPAA, SOC 2 Type II Certified, SOC 3 Type 2 Certified, NIST 800-53",https://www.datacentermap.com/usa/illinois/chicago/350-east-cermark-road/,19.5,1133000.0
