unique_key,source,name,provider,streetaddress,city,zipcode,state,country,whitespace,area,yearbuilt,power,scale,certifications,url,power_standardized,area_standardized,full_address,latitude,longitude
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-2/,datacentermap,Iron Mountain Data Centers VA-2,Iron Mountain Data Centers,11660 Hayden Road,Manassas,20109,VA,USA,,"221,500 sq.f.",2019,36 MW,Hyperscale,"Tier 3, DSS, PCI Certified, ISO27001 Certified, HIPAA, ISO9001 Certified, ISO14001 Certified, ISO22301 Certified, SOC 2 Type II Certified, SOC 3 Type 1 Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-2/,36.0,221500.0,"11660 Hayden Road, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-6/,datacentermap,Iron Mountain Data Centers VA-6,Iron Mountain Data Centers,11891 Sudley Manor Road,Manassas,20109,VA,USA,"230,000 sq.f.","230,000 sq.f.",,32 MW,Multi-tenant,"DSS PCI Certified, ISO27001 Certified, FedRAMP Authorized, HIPAA, ISO9001 Certified, ISO14001 Certified, ISO22301 Certified, ISO50001 Certified, FISMA Certified, SOC 2 Type II Certified, SOC 3 Type 1 Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-6/,32.0,230000.0,"11891 Sudley Manor Road, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-7/,datacentermap,Iron Mountain Data Centers VA-7,Iron Mountain Data Centers,8330 Bethlehem Road,Manassas,20109,VA,USA,,"2,000,000 ft2",,36 MW,,,https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-7/,36.0,,"8330 Bethlehem Road, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/10051-brickyard-wy/,datacentermap,10051 Brickyard Wy,Digital Realty,10051 Brickyard Wy,Manassas,20110,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/10051-brickyard-wy/,,,"10051 Brickyard Wy, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/digital-realty-9905-godwin-drive/,datacentermap,9905 Godwin Drive (IAD53),Digital Realty,9905 Godwin Dr,Manassas,20110,VA,USA,"185,000 sq.f.","185,000 sq.f.",,No data supplied by Digital Realty,,,https://www.datacentermap.com/usa/virginia/manassas/digital-realty-9905-godwin-drive/,,185000.0,"9905 Godwin Dr, Manassas, VA, 20110, USA",38.74088393103448,-77.50720343678161
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-3/,datacentermap,Iron Mountain Data Centers VA-3,Iron Mountain Data Centers,"Iron Mountain Data Centers, within short distance from VA-1 & VA-2.",Manassas,20109,VA,USA,"211,000 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-3/,,211000.0,"Iron Mountain Data Centers, within short distance from VA-1 & VA-2., Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-4/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-4/,,,None,44.933143,7.540121
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-5/,datacentermap,Iron Mountain Data Centers VA-5,Iron Mountain Data Centers,11580 Hayden Road,Manassas,20109,VA,USA,"2,000,000 ft2",,,,,,https://www.datacentermap.com/usa/virginia/manassas/iron-mountain-va-5/,,,"11580 Hayden Road, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/evoswitch-wdc-1/,datacentermap,EvoSwitch Manassas (WDC1),,EvoSwitch 9651 Hornbaker Road,Manassas,20109,VA,USA,"235,000 sq.f.",,2011,20 MW,,Tier 3 DSS PCI Certified ISO27001 Certified LEED Certified,https://www.datacentermap.com/usa/virginia/manassas/evoswitch-wdc-1/,20.0,235000.0,"EvoSwitch 9651 Hornbaker Road, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/equinix-dc14/,datacentermap,Equinix DC14,Equinix,7400 Infantry Ridge Road,Manassas,20109,VA,USA,"42,538 sq.f.","109,800 sq.f.",,,,"DSS PCI Certified, ISO27001 Certified, HIPAA, ISO22301 Certified, FISMA Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/virginia/manassas/equinix-dc14/,,109800.0,"7400 Infantry Ridge Road, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/stack-infrastructure-nva05a/,datacentermap,STACK Infrastructure NVA05A,STACK INFRASTRUCTURE,9101 Freedom Center Blvd,Manassas,20110,VA,USA,"262,000 sq.f.","262,000 sq.f.",,36 MW,,"DSS PCI Compliant, ISO27001 Certified, ISAE3402, HIPAA, SSAE 18 Audited, HITECH",https://www.datacentermap.com/usa/virginia/manassas/stack-infrastructure-nva05a/,36.0,262000.0,"9101 Freedom Center Blvd, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/qts-manassas-data-center-campus/,datacentermap,QTS Manassas Campus,QTS Data Centers,9400 Godwin Drive,Manassas,20110,VA,USA,,,,150 MW,,,https://www.datacentermap.com/usa/virginia/manassas/qts-manassas-data-center-campus/,,,"9400 Godwin Drive, Manassas, VA, 20110, USA",38.73978787244323,-77.50498986649755
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/qts-manassas5/,datacentermap,QTS Manassas DC5,QTS Data Centers,9301 Freedom Center Boulevard,Manassas,20110,VA,USA,"154,000 sq.f.","310,000 sq.f.",,42 MW,,,https://www.datacentermap.com/usa/virginia/manassas/qts-manassas5/,42.0,310000.0,"9301 Freedom Center Boulevard, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mdc-campus/,datacentermap,CloudHQ MDC Campus,CloudHQ,10100 Harry J Parrish Boulevard,Manassas,20110,VA,USA,"127,000 sq.f.","599,198 square feet",,84 MW,,,https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mdc-campus/,84.0,,"10100 Harry J Parrish Boulevard, Manassas, VA, 20110, USA",38.724167,-77.501907
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-tanner-campus/,datacentermap,Amazon AWS IAD - Tanner Campus,Amazon AWS,10301-1321 Tanner Way,Manassas,20110,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-tanner-campus/,,,"10301-1321 Tanner Way, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/microsoft-jacksonville-road-campus/,datacentermap,Microsoft Jacksonville Road Campus,Microsoft,11314 Balls Ford Rd,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/microsoft-jacksonville-road-campus/,,,"11314 Balls Ford Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-doane-campus/,datacentermap,Amazon AWS IAD - Doane Campus,Amazon AWS,Doane Dr / Brewers Spring Rd,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-doane-campus/,,,"Doane Dr / Brewers Spring Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-bethlehem-campus/,datacentermap,Amazon AWS IAD - Bethlehem Campus,Amazon AWS,8148-8210 Bethlehem Rd,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-bethlehem-campus/,,,"8148-8210 Bethlehem Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc-campus/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc-campus/,,,None,44.933143,7.540121
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-thomasson-campus/,datacentermap,Amazon AWS IAD - Thomasson Campus,Amazon AWS,11150-11200 Thomasson Barn Rd,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-thomasson-campus/,,,"11150-11200 Thomasson Barn Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-mason-campus/,datacentermap,Amazon AWS IAD - Mason Campus,Amazon AWS,7505-7610 Mason King Ct,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-mason-campus/,,,"7505-7610 Mason King Ct, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-innovation-campus/,datacentermap,Amazon AWS IAD - Innovation Campus,Amazon AWS,9680-9740 Innovation Dr,Manassas,20110,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-innovation-campus/,,,"9680-9740 Innovation Dr, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-freedom-campus/,datacentermap,Amazon AWS IAD - Freedom Campus,Amazon AWS,9020-9040 Freedom Center Blvd,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-freedom-campus/,,,"9020-9040 Freedom Center Blvd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/qts-manassas2/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/qts-manassas2/,,,None,44.933143,7.540121
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/stack-infrastructure-nva05b/,datacentermap,STACK Infrastructure NVA05B,STACK INFRASTRUCTURE,STACK INFRASTRUCTURE Freedom Center Blvd,Manassas,20110,VA,USA,"340,000 sq.f.","340,000 sq.f.",,48 MW,Hyperscale,,https://www.datacentermap.com/usa/virginia/manassas/stack-infrastructure-nva05b/,48.0,340000.0,"STACK INFRASTRUCTURE Freedom Center Blvd, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7080-wellington/,datacentermap,Amazon AWS IAD - 7080 Wellington,Amazon AWS,7080 Wellington Rd,Manassas,20109,VA,USA,"14,386 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7080-wellington/,,14386.0,"7080 Wellington Rd, Manassas, VA, 20109, USA",38.75996841165845,-77.5044632499222
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7500-bethlehem/,datacentermap,Amazon AWS IAD - 7500 Bethlehem,Amazon AWS,7500 Bethlehem Rd,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7500-bethlehem/,,,"7500 Bethlehem Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-11801-brewers/,datacentermap,Amazon AWS IAD - 11801 Brewers,Amazon AWS,11801 Brewers Spring Rd,Manassas,20109,VA,USA,"115,930 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-11801-brewers/,,115930.0,"11801 Brewers Spring Rd, Manassas, VA, 20109, USA",38.78993595,-77.54822868704906
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-10301-tanner/,datacentermap,Amazon AWS IAD - 10301 Tanner,Amazon AWS,10301 Tanner Way,Manassas,20110,VA,USA,"214,796 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-10301-tanner/,,214796.0,"10301 Tanner Way, Manassas, VA, 20110, USA",38.738228935972735,-77.50330388474131
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7610-mason/,datacentermap,Amazon AWS IAD - 7610 Mason,Amazon AWS,7610 Mason King Ct,Manassas,20109,VA,USA,"23,000 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7610-mason/,,23000.0,"7610 Mason King Ct, Manassas, VA, 20109, USA",38.790348449999996,-77.5400060399839
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9040-freedom/,datacentermap,Amazon AWS IAD - 9040 Freedom,Amazon AWS,9040 Freedom Center Blvd,Manassas,20109,VA,USA,"202,626 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9040-freedom/,,202626.0,"9040 Freedom Center Blvd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc4/,datacentermap,CloudHQ MCC4,CloudHQ,10849 Airman Avenue,Manassas,20110,VA,USA,"382,538 square feet / 35,539 square meters","382,538",,60 MW,,,https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc4/,60.0,382538.0,"10849 Airman Avenue, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-11800-brewers/,datacentermap,Amazon AWS IAD - 11800 Brewers,Amazon AWS,11800 Brewers Spring Rd,Manassas,20109,VA,USA,"123,534 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-11800-brewers/,,123534.0,"11800 Brewers Spring Rd, Manassas, VA, 20109, USA",38.79106485,-77.5483863220428
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8210-bethlehem/,datacentermap,Amazon AWS IAD - 8210 Bethlehem,Amazon AWS,8210 Bethlehem Rd,Manassas,20109,VA,USA,"211,816 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8210-bethlehem/,,211816.0,"8210 Bethlehem Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-14209-dumfries/,datacentermap,Amazon AWS IAD - 14209 Dumfries,Amazon AWS,14209 Dumfries Rd,Manassas,20112,VA,USA,,,2024,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-14209-dumfries/,,,"14209 Dumfries Rd, Manassas, VA, 20112, USA",38.6464607,-77.44363624644483
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9700-innovation/,datacentermap,Amazon AWS IAD - 9700 Innovation,Amazon AWS,9700 Innovation Dr,Manassas,20110,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9700-innovation/,,,"9700 Innovation Dr, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-11150-thomasson/,datacentermap,Amazon AWS IAD - 11150 Thomasson,Amazon AWS,11150 Thomasson Barn Rd,Manassas,20109,VA,USA,"202,626 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-11150-thomasson/,,202626.0,"11150 Thomasson Barn Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9020-freedom/,datacentermap,Amazon AWS IAD - 9020 Freedom,Amazon AWS,9020 Freedom Center Blvd,Manassas,20109,VA,USA,"202,626 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9020-freedom/,,202626.0,"9020 Freedom Center Blvd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7510-mason/,datacentermap,Amazon AWS IAD - 7510 Mason,Amazon AWS,7510 Mason King Ct,Manassas,20109,VA,USA,"125,000 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7510-mason/,,125000.0,"7510 Mason King Ct, Manassas, VA, 20109, USA",38.79049895,-77.54111083173377
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-dumfries-rd-colchester-park/,datacentermap,Amazon - Dumfries Rd & Colchester Park,Amazon AWS,Dumfries Rd & Colchester Park Dr,Manassas,20112,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-dumfries-rd-colchester-park/,,,"Dumfries Rd & Colchester Park Dr, Manassas, VA, 20112, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/stack-infrastructure-nva02g/,datacentermap,STACK Infrastructure NVA02G,STACK INFRASTRUCTURE,"STACK INFRASTRUCTURE, Hornbaker Rd, 20109 Manassas",Manassas,,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/stack-infrastructure-nva02g/,,,"STACK INFRASTRUCTURE, Hornbaker Rd, 20109 Manassas, Manassas, VA, None, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7070-wellington/,datacentermap,Amazon AWS IAD - 7070 Wellington,Amazon AWS,7070 Wellington Rd,Manassas,20109,VA,USA,"146,962 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7070-wellington/,,146962.0,"7070 Wellington Rd, Manassas, VA, 20109, USA",38.75996841165845,-77.5044632499222
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7600-doane/,datacentermap,Amazon AWS IAD - 7600 Doane,Amazon AWS,7600 Doane Dr,Manassas,20109,VA,USA,"127,700 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7600-doane/,,127700.0,"7600 Doane Dr, Manassas, VA, 20109, USA",38.79223155,-77.54846951808406
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7060-wellington/,datacentermap,Amazon AWS IAD - 7060 Wellington,Amazon AWS,7060 Wellington Rd,Manassas,20109,VA,USA,"146,962 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7060-wellington/,,146962.0,"7060 Wellington Rd, Manassas, VA, 20109, USA",38.7779795,-77.55909918432391
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8158-sudley/,datacentermap,Amazon AWS IAD - 8158 Sudley,Amazon AWS,8158 Sudley Rd,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8158-sudley/,,,"8158 Sudley Rd, Manassas, VA, 20109, USA",38.776514750000004,-77.50768104999999
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-14237-dumfries/,datacentermap,Amazon AWS IAD - 14237 Dumfries,Amazon AWS,14237 Dumfries Rd,Manassas,20112,VA,USA,,,2024,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-14237-dumfries/,,,"14237 Dumfries Rd, Manassas, VA, 20112, USA",38.72488204802458,-77.46989561942956
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc6/,datacentermap,CloudHQ MCC6,CloudHQ,10900 Airman Avenue,Manassas,20110,VA,USA,"139,000 sq.f.","320,300 square feet / 29,757 square meters",2022,60 MW,,,https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc6/,60.0,320300.0,"10900 Airman Avenue, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9680-innovation/,datacentermap,Amazon AWS IAD - 9680 Innovation,Amazon AWS,9680 Innovation Dr,Manassas,20110,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9680-innovation/,,,"9680 Innovation Dr, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8190-bethlehem/,datacentermap,Amazon AWS IAD - 8190 Bethlehem,Amazon AWS,8190 Bethlehem Rd,Manassas,20109,VA,USA,"147,530 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8190-bethlehem/,,147530.0,"8190 Bethlehem Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9740-innovation/,datacentermap,Amazon AWS IAD - 9740 Innovation,Amazon AWS,9740 Innovation Dr,Manassas,20110,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9740-innovation/,,,"9740 Innovation Dr, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/ovhcloud-vint-hill/,datacentermap,OVHcloud VIN1,OVH,6872 Watson Ct,Manassas,20187,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/ovhcloud-vint-hill/,,,"6872 Watson Ct, Manassas, VA, 20187, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/copt-dc-19/,datacentermap,COPT DC-19,COPT Defense Properties,8148 Bethlehem Road,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/copt-dc-19/,,,"8148 Bethlehem Road, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7505-mason/,datacentermap,Amazon AWS IAD - 7505 Mason,Amazon AWS,7505 Mason King Ct,Manassas,20109,VA,USA,"109,406 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-7505-mason/,,109406.0,"7505 Mason King Ct, Manassas, VA, 20109, USA",38.7912098,-77.53826854781123
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc5/,datacentermap,CloudHQ MCC5,CloudHQ,10951 Airman Avenue,Manassas,20110,VA,USA,"363,993 square feet","33,816 square meters",,60 MW,,,https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc5/,60.0,363995.0,"10951 Airman Avenue, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8180-bethlehem/,datacentermap,Amazon AWS IAD - 8180 Bethlehem,Amazon AWS,8180 Bethlehem Rd,Manassas,20109,VA,USA,"211,816 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8180-bethlehem/,,211816.0,"8180 Bethlehem Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-11200-thomasson/,datacentermap,Amazon AWS IAD - 11200 Thomasson,Amazon AWS,11200 Thomasson Barn Rd,Manassas,20109,VA,USA,"149,404 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-11200-thomasson/,,149404.0,"11200 Thomasson Barn Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9720-innovation/,datacentermap,Amazon AWS IAD - 9720 Innovation,Amazon AWS,9720 Innovation Dr,Manassas,20110,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-9720-innovation/,,,"9720 Innovation Dr, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/verizon-manassas/,datacentermap,Verizon Manassas,Verizon Communications Inc.,7777 Infantry Ridge,Manassas,20109,VA,USA,"227,465 sq.f.",,,No data supplied by Verizon Communications Inc.,,,https://www.datacentermap.com/usa/virginia/manassas/verizon-manassas/,,227465.0,"7777 Infantry Ridge, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc2/,datacentermap,CloudHQ MCC2,CloudHQ,10100 Harry J Parish Boulevard,Manassas,20110,VA,USA,"392,565 sq.f.","341,803 sq.f.",2018,64 MW,,,https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc2/,64.0,392565.0,"10100 Harry J Parish Boulevard, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8200-bethlehem/,datacentermap,Amazon AWS IAD - 8200 Bethlehem,Amazon AWS,8200 Bethlehem Rd,Manassas,20109,VA,USA,"147,530 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-8200-bethlehem/,,147530.0,"8200 Bethlehem Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-10321-tanner/,datacentermap,Amazon AWS IAD - 10321 Tanner,Amazon AWS,10321 Tanner Way,Manassas,20110,VA,USA,"212,017 sq.f.",,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-10321-tanner/,,212017.0,"10321 Tanner Way, Manassas, VA, 20110, USA",38.738228935972735,-77.50330388474131
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc3/,datacentermap,CloudHQ MCC3,CloudHQ,10740 Airman Avenue,Manassas,20110,VA,USA,"363,993 square feet","33,816 square meters",,,,,https://www.datacentermap.com/usa/virginia/manassas/cloudhq-mcc3/,,363995.0,"10740 Airman Avenue, Manassas, VA, 20110, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-wellington-campus/,datacentermap,Amazon AWS IAD - Wellington Campus (Manassas),Amazon AWS,7060-7080 Wellington Rd,Manassas,20109,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-wellington-campus/,,,"7060-7080 Wellington Rd, Manassas, VA, 20109, USA",,
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-10281-tanner/,datacentermap,Amazon AWS IAD - 10281 Tanner,Amazon AWS,10281 Tanner Way,Manassas,20110,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-10281-tanner/,,,"10281 Tanner Way, Manassas, VA, 20110, USA",38.738228935972735,-77.50330388474131
Virginia_Manassas_https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-10281-tanner1/,datacentermap,Amazon AWS IAD - 10261 Tanner,Amazon AWS,10261 Tanner Way,Manassas,20110,VA,USA,,,,,,,https://www.datacentermap.com/usa/virginia/manassas/amazon-aws-iad-10281-tanner1/,,,"10261 Tanner Way, Manassas, VA, 20110, USA",38.738228935972735,-77.50330388474131
Virginia_Vienna_https://www.datacentermap.com/usa/virginia/vienna-virginia/8100-boone-boulevard/,datacentermap,8100 Boone Boulevard,Digital Realty,8100 Boone Boulevard,Vienna,22182,VA,USA,"10,935 sq.f.","10,935 sq.f.",,0.4 MW,,,https://www.datacentermap.com/usa/virginia/vienna-virginia/8100-boone-boulevard/,0.4,10935.0,"8100 Boone Boulevard, Vienna, VA, 22182, USA",,
Virginia_Vienna_https://www.datacentermap.com/usa/virginia/vienna-virginia/dca2-mclean/,datacentermap,Superb DCA2 - McLean,HopOne Internet,8201 Greensboro Dr,McLean,22102,VA,USA,"1,950 sq.f.","1,950 sq.f.",,,,"DSS PCI Compliant, ISO27001 Certified, HIPAA, SSAE 18 Audited",https://www.datacentermap.com/usa/virginia/vienna-virginia/dca2-mclean/,,1950.0,"8201 Greensboro Dr, McLean, VA, 22102, USA",,
