unique_key,source,name,provider,streetaddress,city,zipcode,state,country,whitespace,area,yearbuilt,power,scale,certifications,url,power_standardized,area_standardized,full_address,latitude,longitude
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/cogent-pasadena/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/cogent-pasadena/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/la2-los-angles-evocative-dc/,datacentermap,Evocative LAX2,Evocative Data Centers,600 W 7th Street Suite 510,Los Angeles,90017,CA,USA,"30,000 sq.f.",,,27 MW,,"DSS, PCI Compliant, HIPAA, SOC 2 Type II Certified, SOC 3 Type 1 Certified",https://www.datacentermap.com/usa/california/los-angeles/la2-los-angles-evocative-dc/,27.0,30000.0,"600 W 7th Street Suite 510, Los Angeles, CA, 90017, USA",,
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/is-west-agoura-ct/,datacentermap,Converge Technology Solutions Data Center,KeyInfo,30077 Agoura Ct,Agoura Hills,91301,CA,USA,"6,000 sq.f.","6,000 sq.f.",2006,1 MW,Enterprise,Tier 3,https://www.datacentermap.com/usa/california/los-angeles/is-west-agoura-ct/,1.0,6000.0,"30077 Agoura Ct, Agoura Hills, CA, 91301, USA",34.1456139417873,-118.77708945894867
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/cogent-los-angeles/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/cogent-los-angeles/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/telehouse-los-angeles/,datacentermap,TELEHOUSE Los Angeles Center,Telehouse America,626 Wilshire Boulevard,Los Angeles,90017,CA,USA,,"13,000 square feet",1998,0.665 MW,,SSAE 16 compliant,https://www.datacentermap.com/usa/california/los-angeles/telehouse-los-angeles/,0.665,13000.0,"626 Wilshire Boulevard, Los Angeles, CA, 90017, USA",34.0482839,-118.2569578
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/quadranet-los-angeles/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/quadranet-los-angeles/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/psla-data-center/,datacentermap,Psychz Los Angeles,Psychz Networks,700 Wilshire Blvd,Los Angeles,90017,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/psla-data-center/,,,"700 Wilshire Blvd, Los Angeles, CA, 90017, USA",34.04867,-118.257238
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/equinix-la3/,datacentermap,Equinix LA3,Equinix,1920 E Maple Ave,Los Angeles,90245,CA,USA,"78,318 sq.f.",,,,,"DSS, PCI Certified, ISO27001 Certified, HIPAA, ISO22301 Certified, ISO50001 Certified, FISMA Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/california/los-angeles/equinix-la3/,,78318.0,"1920 E Maple Ave, Los Angeles, CA, 90245, USA",33.9263426,-118.39405558456363
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/ix2-networks-530-w-6th/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/ix2-networks-530-w-6th/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/xfernet-data-center/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/xfernet-data-center/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/colocrossing-la1/,datacentermap,ColoCrossing LA1,ColoCrossing,1200 W 7th Street,Los Angeles,90017,CA,USA,"50,000 sq.f.","50,000 sq.f.",,,,,https://www.datacentermap.com/usa/california/los-angeles/colocrossing-la1/,,50000.0,"1200 W 7th Street, Los Angeles, CA, 90017, USA",34.051107200000004,-118.26591632340578
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/cyxtera-lax2a/,datacentermap,Centersquare - Los Angeles LAX2,Cyxtera,3015 Winona Avenue,Burbank,91504,CA,USA,"90,000 sq.f.","15,357 sq.f.",,2 MW,,"DSS PCI Certified, ISO27001 Certified, ISAE3402 Type 2 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SSAE 18 Audited, NIST 800-53 Certified",https://www.datacentermap.com/usa/california/los-angeles/cyxtera-lax2a/,2.0,90000.0,"3015 Winona Avenue, Burbank, CA, 91504, USA",34.19932857849869,-118.34276329126149
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/ontario-datacenter/,datacentermap,One Data Center Ontario,One Data Center America,350 S Milliken Ave,Ontario,91761,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/ontario-datacenter/,,,"350 S Milliken Ave, Ontario, CA, 91761, USA",34.06029369354839,-117.55835711290322
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/downtown-colo-corporation/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/downtown-colo-corporation/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/inforelay-lax1/,datacentermap,365 Data Centers - Los Angeles 1,365 Data Centers,600 W 7th St.,Los Angeles,90017,CA,USA,,,,,,SAS70 Type II Certified,https://www.datacentermap.com/usa/california/los-angeles/inforelay-lax1/,,,"600 W 7th St., Los Angeles, CA, 90017, USA",34.0473499,-118.256999
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/cogent-la-mirada/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/cogent-la-mirada/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/multacom/,datacentermap,Edge Centres EC101 Los Angeles,MULTACOM,707 Wilshire Blvd.,Los Angeles,90017,CA,USA,,,,4 kW,,"DSS PCI Certified, HIPAA, SOC 2 Type II Certified, SSAE 16 Type 2 Certified",https://www.datacentermap.com/usa/california/los-angeles/multacom/,0.004,,"707 Wilshire Blvd., Los Angeles, CA, 90017, USA",34.0492822,-118.256963
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/aon-center-la/,datacentermap,Aon Center,Shorenstein,707 Wilshire Boulevard,Los Angeles,90017,CA,USA,"1,028,852 sq.f.","1,028,852 sq.f.",1973,,,LEED Gold,https://www.datacentermap.com/usa/california/los-angeles/aon-center-la/,,,"707 Wilshire Boulevard, Los Angeles, CA, 90017, USA",34.0492822,-118.256963
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/lax-datacenter/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/lax-datacenter/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/cogent-data-center-burbank/,datacentermap,Cogent Data Center - Burbank,"Cogent Communications, Inc.",100 S Flower St,Burbank,91502,CA,USA,"52,768 sq.f.","52,768 sq.f.",,"No data supplied by Cogent Communications, Inc.",,"No data supplied by Cogent Communications, Inc.",https://www.datacentermap.com/usa/california/los-angeles/cogent-data-center-burbank/,,52768.0,"100 S Flower St, Burbank, CA, 91502, USA",34.177622,-118.311964
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/coresite-los-angeles-la3/,datacentermap,CoreSite Los Angeles (LA3),CoreSite,260 Bauchet St.,Los Angeles,90012,CA,USA,"150,000 sq.f.","160,000+ SQUARE FEET",2020,No data supplied by CoreSite,,"DSS, PCI Compliant, ISO27001 Certified, HIPAA",https://www.datacentermap.com/usa/california/los-angeles/coresite-los-angeles-la3/,,160000.0,"260 Bauchet St., Los Angeles, CA, 90012, USA",34.05878629989686,-118.23588036029098
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/vernon-data-center/,datacentermap,Vernon Data Center,"Downtown Properties Holdings, LLC",5001 S. Soto Street,Los Angeles,90058,CA,USA,"300,000 sq.f.","300,000 sq.f.",2008,52 MW,,,https://www.datacentermap.com/usa/california/los-angeles/vernon-data-center/,52.0,300000.0,"5001 S. Soto Street, Los Angeles, CA, 90058, USA",33.998103,-118.219631
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/fireline-broadband-data-center/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/fireline-broadband-data-center/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/datacenter-america/,datacentermap,One Data Center America,One Data Center America,3833 Ebony St,Ontario,91761,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/datacenter-america/,,,"3833 Ebony St, Ontario, CA, 91761, USA",34.06634219563638,-117.56840371081654
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/peer-1-los-angeles/,datacentermap,Aptum Los Angeles,Aptum,360 E 2nd Street,Los Angeles,90017,CA,USA,,"5,000 sq. ft.",,,,,https://www.datacentermap.com/usa/california/los-angeles/peer-1-los-angeles/,,5000.0,"360 E 2nd Street, Los Angeles, CA, 90017, USA",34.0480619,-118.2400005
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/windstream-los-angeles/,datacentermap,Windstream Los Angeles,Windstream,530 West 6th St,Los Angeles,90014,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/windstream-los-angeles/,,,"530 West 6th St, Los Angeles, CA, 90014, USA",34.048218285714285,-118.25461942857143
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/inforelay-lax2/,datacentermap,365 Data Centers - Los Angeles 2,365 Data Centers,624 South Grand Ave,Los Angeles,90017,CA,USA,,,,,,SAS 70 Certified,https://www.datacentermap.com/usa/california/los-angeles/inforelay-lax2/,,,"624 South Grand Ave, Los Angeles, CA, 90017, USA",34.0478871,-118.25555410911281
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/inforelay-lax3/,datacentermap,365 Data Centers - Los Angeles 3,365 Data Centers,900 N. Alameda St,Los Angeles,90012,CA,USA,,,,25kWs per cabinet,,SAS70 Type II,https://www.datacentermap.com/usa/california/los-angeles/inforelay-lax3/,0.025,,"900 N. Alameda St, Los Angeles, CA, 90012, USA",34.058197,-118.23695
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/818-west-7th-street/,datacentermap,818 West 7th Street,"Downtown Properties Holdings, LLC",818 West 7th Street,Los Angeles,90017,CA,USA,"405,768 sq.f.",,1925,,,,https://www.datacentermap.com/usa/california/los-angeles/818-west-7th-street/,,405768.0,"818 West 7th Street, Los Angeles, CA, 90017, USA",34.04886330612245,-118.25887369387755
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/level-3-los-angeles/,datacentermap,Lumen Los Angeles,Lumen,818 W. 7th Street,Los Angeles,90017,CA,USA,"75,031 sq. ft.","33,430 sq. ft.",,,,,https://www.datacentermap.com/usa/california/los-angeles/level-3-los-angeles/,,75031.0,"818 W. 7th Street, Los Angeles, CA, 90017, USA",34.04886330612245,-118.25887369387755
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/nocroom-los-angeles-colocation/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/nocroom-los-angeles-colocation/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/telecom-center-la/,datacentermap,Telecom Center LA,,BGC Group 530 West 6th Street,Los Angeles,90017,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/telecom-center-la/,,,"BGC Group 530 West 6th Street, Los Angeles, CA, 90017, USA",,
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/hostrunway-naud/,datacentermap,Hostrunway Los Angeles,Hostrunway,Hostrunway 900 N Alameda St #200,Los Angeles,90012,CA,USA,,,,,,"Tier 4, ISO 27001, PCI DSS, HIPAA Compliant",https://www.datacentermap.com/usa/california/los-angeles/hostrunway-naud/,,,"Hostrunway 900 N Alameda St #200, Los Angeles, CA, 90012, USA",,
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/ihnetworks-datacenter/,datacentermap,IHNetworks Datacenter (SFV1),"IHNetworks, LLC",20339 Nordhoff Street,Chatsworth,91311,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/ihnetworks-datacenter/,,,"20339 Nordhoff Street, Chatsworth, CA, 91311, USA",34.23185111273689,-118.57062965099134
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/long-beach-data-center/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/long-beach-data-center/,,,None,44.933143,7.540121
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/611-wilshire/,datacentermap,611 Wilshire,Xyvest Holdings,611 Wilshire Blvd Suite 907,Los Angeles,90017,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/los-angeles/611-wilshire/,,,"611 Wilshire Blvd Suite 907, Los Angeles, CA, 90017, USA",,
California_Los Angeles_https://www.datacentermap.com/usa/california/los-angeles/level3-los-angeles4/,datacentermap,Lumen Los Angeles 4,Lumen,600 Wilshire Blvd,Los Angeles,90017,CA,USA,"18,500 sq. ft.","6,105 sq. ft.",,,,,https://www.datacentermap.com/usa/california/los-angeles/level3-los-angeles4/,,18500.0,"600 Wilshire Blvd, Los Angeles, CA, 90017, USA",34.047978,-118.256154
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/china-mobile-san-jose/,datacentermap,China Mobile San Jose,China Mobile International,6320-6340 San Ignacio Ave,San Jose,95119,CA,USA,"312,200 sq.f.",,,,,,https://www.datacentermap.com/usa/california/san-jose/china-mobile-san-jose/,,312200.0,"6320-6340 San Ignacio Ave, San Jose, CA, 95119, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/2334-lundy-place/,datacentermap,2334 Lundy Place (SJC26),Digital Realty,2334 Lundy Place,San Jose,95131,CA,USA,"130,700 sq.f.","130,700 sq.f.",1983,,,,https://www.datacentermap.com/usa/california/san-jose/2334-lundy-place/,,130700.0,"2334 Lundy Place, San Jose, CA, 95131, USA",37.4039565,-121.88933086179634
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/150-south-first-street/,datacentermap,150 South First St,Digital Realty,150 South First Street,San Jose,95113,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/150-south-first-street/,,,"150 South First Street, San Jose, CA, 95113, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/equinix-san-jose1/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/san-jose/equinix-san-jose1/,,,None,44.933143,7.540121
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/equinix-san-jose2/,datacentermap,Equinix SV3,,"Equinix, 1735 Lundy Ave, 95131 San Jose",San Jose,,CA,USA,"54,488 sq.f.",,,,,"DSS, PCI Certified, ISO27001 Certified, HIPAA, ISO22301 Certified, ISO50001 Certified, FISMA Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/california/san-jose/equinix-san-jose2/,,54488.0,"Equinix, 1735 Lundy Ave, 95131 San Jose, San Jose, CA, None, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/prime-san-jose/,datacentermap,Prime San Jose,Prime Data Centers,6580 Via del Oro,San Jose,95119,CA,USA,"45,000 sq.f.","80,000 sq.f.",,10 MW,,"Tier 3, ISO27001 Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/california/san-jose/prime-san-jose/,10.0,80000.0,"6580 Via del Oro, San Jose, CA, 95119, USA",37.23542835,-121.7822509242628
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/equinix-sv11/,datacentermap,Equinix SV11,Equinix,5 Great Oaks Boulevard,San Jose,95119,CA,USA,"121,930 sq.f.",,,,,DSS PCI Certified ISO27001 Certified LEED Gold HIPAA ISO22301 Certified FISMA Certified SOC 1 Type II Certified SOC 2 Type II Certified NIST 800-53 Certified,https://www.datacentermap.com/usa/california/san-jose/equinix-sv11/,,121930.0,"5 Great Oaks Boulevard, San Jose, CA, 95119, USA",37.2424988,-121.78409255418703
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/equinix-sv10/,datacentermap,Equinix SV10,Equinix,7 Great Oaks Boulevard,San Jose,95119,CA,USA,"107,918 sq.f.",,,,,"DSS, PCI Certified, ISO27001 Certified, LEED Silver, HIPAA, ISO22301 Certified, FISMA Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/california/san-jose/equinix-sv10/,,107918.0,"7 Great Oaks Boulevard, San Jose, CA, 95119, USA",37.241188949999994,-121.7847548396787
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/centralcolo/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/san-jose/centralcolo/,,,None,44.933143,7.540121
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/em1-emeryville-data-center/,datacentermap,Evocative OAK1,Evocative Data Centers,1400 65th Stret Suite 150,Emeryville,94608,CA,USA,"15,042 sq.f.",,,,,"DSS, PCI Compliant, HIPAA, SOC 2 Type II Certified, SOC 3 Type 1 Certified",https://www.datacentermap.com/usa/california/san-jose/em1-emeryville-data-center/,,15042.0,"1400 65th Stret Suite 150, Emeryville, CA, 94608, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/equinix-sv12x/,datacentermap,Equinix SV12x,Equinix,"within Equinix's Great Oaks data center campus in San Jose, CA, 95119 San Jose",San Jose,95119,CA,USA,"76,000 sq.f.","76,000 sq.f.",2024,28.8 MW,Hyperscale,,https://www.datacentermap.com/usa/california/san-jose/equinix-sv12x/,28.8,76000.0,"within Equinix's Great Oaks data center campus in San Jose, CA, 95119 San Jose, San Jose, CA, 95119, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/equinix-sv5/,datacentermap,Equinix SV5,Equinix,9 Great Oaks Boulevard,San Jose,95119,CA,USA,"93,495 sq.f.",,,,,"DSS, PCI Certified, ISO27001 Certified, LEED Certified, HIPAA, ISO22301 Certified, FISMA Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/california/san-jose/equinix-sv5/,,93495.0,"9 Great Oaks Boulevard, San Jose, CA, 95119, USA",37.24189425,-121.78159761972707
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/microsoft-alviso-milpitas-campus/,datacentermap,Microsoft Alviso-Milpitas Campus,Microsoft,1657 Alviso Milpitas Rd,San Jose,95134,CA,USA,"396,914 sq.f.",,,99 MW,,,https://www.datacentermap.com/usa/california/san-jose/microsoft-alviso-milpitas-campus/,99.0,396914.0,"1657 Alviso Milpitas Rd, San Jose, CA, 95134, USA",37.42307898689923,-121.92795586831255
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/colocrossing-sj1/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/san-jose/colocrossing-sj1/,,,None,44.933143,7.540121
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/quality-santa-clara-1/,datacentermap,QTS Santa Clara I & II,"QTS Realty Trust, Inc.",2805/2807 Mission College Blvd,Santa Clara,95054,CA,USA,"135,322 sq.f.","135,322 sq.f.",,7.5 MW,Hyperscale,"DSS PCI Certified, ISO27001 Certified, LEED Silver, FISMA Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SSAE 18 Audited",https://www.datacentermap.com/usa/california/san-jose/quality-santa-clara-1/,7.5,135322.0,"2805/2807 Mission College Blvd, Santa Clara, CA, 95054, USA",37.392059568666475,-121.97836455598612
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/data-pipe-san-jose/,datacentermap,Rackspace San Jose,,"Rackspace Hosting, 150 South 1st St, 95113 San Jose",San Jose,,CA,USA,"65,000 sq.f.",,,5.4 MW,,"DSS, PCI Certified, ISO27001 Certified, ISO9001 Certified, ISO14001 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified, SSAE 18 Audited",https://www.datacentermap.com/usa/california/san-jose/data-pipe-san-jose/,5.4,65000.0,"Rackspace Hosting, 150 South 1st St, 95113 San Jose, San Jose, CA, None, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/sv7-san-jose-evocative-data-center/,datacentermap,Evocative SJC7,Evocative Data Centers,534 Stockton Ave,San Jose,95126,CA,USA,"21,000 sq.f.",,,,,"DSS PCI Compliant, HIPAA, SOC 2 Type II Certified, SOC 3 Type 1 Certified",https://www.datacentermap.com/usa/california/san-jose/sv7-san-jose-evocative-data-center/,,21000.0,"534 Stockton Ave, San Jose, CA, 95126, USA",37.3385488,-121.910161
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/market-post-tower/,datacentermap,CoreSite San Jose (SV1),CoreSite,55 South Market Street,San Jose,95113,CA,USA,"88,000 sq.f.","88,000 sq.f.",,,,"DSS PCI Compliant, ISO27001 Certified, HIPAA",https://www.datacentermap.com/usa/california/san-jose/market-post-tower/,,88000.0,"55 South Market Street, San Jose, CA, 95113, USA",37.33413655,-121.89164813467994
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/valley-exchange/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/california/san-jose/valley-exchange/,,,None,44.933143,7.540121
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/fortune/,datacentermap,STACK Infrastructure SVY01A,STACK INFRASTRUCTURE,2001 Fortune Drive,San Jose,95131,CA,USA,"140,000 sq.f.","140,000 sq.f.",2009,9 MW,,"LEED Gold, ISO 9001, Tier 3, DSS, PCI Compliant, ISO27001 Certified, HIPAA, SSAE 18 Audited, HITECH",https://www.datacentermap.com/usa/california/san-jose/fortune/,9.0,140000.0,"2001 Fortune Drive, San Jose, CA, 95131, USA",37.4023956,-121.8929143
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/cogent-data-center-san-jose/,datacentermap,Cogent Data Center - San Jose,"Cogent Communications, Inc.",801 Newhall St,San Jose,95110,CA,USA,"23,661 sq.f.","23,661 sq.f.",,"No data supplied by Cogent Communications, Inc.",,"No data supplied by Cogent Communications, Inc.",https://www.datacentermap.com/usa/california/san-jose/cogent-data-center-san-jose/,,23661.0,"801 Newhall St, San Jose, CA, 95110, USA",37.34785169247089,-121.9225804477158
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/ecl-mv1/,datacentermap,ECL MV1,,ECL 411 Clyde Ave,Mountain View,94043,CA,USA,,,,1 MW,,,https://www.datacentermap.com/usa/california/san-jose/ecl-mv1/,1.0,,"ECL 411 Clyde Ave, Mountain View, CA, 94043, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/avaio-pittsburg/,datacentermap,AVAIO Pittsburg,AVAIO Digital,2232 Golf Club Rd,Pittsburg,94565,CA,USA,,,2027,92 MW,Hyperscale,,https://www.datacentermap.com/usa/california/san-jose/avaio-pittsburg/,92.0,,"2232 Golf Club Rd, Pittsburg, CA, 94565, USA",38.01348232498755,-121.91093242040438
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/amazon-aws-sfo-arroyo/,datacentermap,Amazon AWS SFO - Arroyo,Amazon AWS,Camino Arroyo / Arroyo Circle,San Jose,95020,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/amazon-aws-sfo-arroyo/,,,"Camino Arroyo / Arroyo Circle, San Jose, CA, 95020, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/microsoft-sjc04-campus/,datacentermap,Microsoft Orchard Pkwy Campus,Microsoft,370 W Trimble Rd,San Jose,95131,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/microsoft-sjc04-campus/,,,"370 W Trimble Rd, San Jose, CA, 95131, USA",37.38433229369511,-121.93115853382476
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/microsoft-sjc06/,datacentermap,Microsoft SJC06,Microsoft,2515 Orchard Pkwy,San Jose,95131,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/microsoft-sjc06/,,,"2515 Orchard Pkwy, San Jose, CA, 95131, USA",37.379633781150154,-121.93075511858235
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/stack-infrastructure-svy06/,datacentermap,STACK Infrastructure SVY06,STACK INFRASTRUCTURE,1849 Fortune Dr,San Jose,95131,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/stack-infrastructure-svy06/,,,"1849 Fortune Dr, San Jose, CA, 95131, USA",37.40162785,-121.89536723805706
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/stack-infrastructure-svy05/,datacentermap,STACK Infrastructure SVY05,STACK INFRASTRUCTURE,2400 Ringwood Ave,San Jose,95131,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/stack-infrastructure-svy05/,,,"2400 Ringwood Ave, San Jose, CA, 95131, USA",37.402898699999994,-121.89503979650763
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/earthlink-san-jose/,datacentermap,Synoptek - San Jose Data Center,EarthLink,11 Great Oaks Blvd,San Jose,95119,CA,USA,"82,851 sq.f.",,,,,,https://www.datacentermap.com/usa/california/san-jose/earthlink-san-jose/,,82851.0,"11 Great Oaks Blvd, San Jose, CA, 95119, USA",37.24160355,-121.78331850529646
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/plug-and-play-tech-center/,datacentermap,Plug and Play Tech Center,,440 N Wolfe Rd,San Jose,94085,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/plug-and-play-tech-center/,,,"440 N Wolfe Rd, San Jose, CA, 94085, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/gotnet-salinas/,datacentermap,Got.Net Salinas,Got.Net,1325 Abbott St,Salinas,93901,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/gotnet-salinas/,,,"1325 Abbott St, Salinas, CA, 93901, USA",36.6540449,-121.62591492151117
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/svcolo-sunnyvale/,datacentermap,SVCOLO Sunnyvale,,"Silicon Valley Colocation, Inc. 1111 Karlstad",Sunnyvale,94089,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/svcolo-sunnyvale/,,,"Silicon Valley Colocation, Inc. 1111 Karlstad, Sunnyvale, CA, 94089, USA",,
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/qwest-sunnyvale-2/,datacentermap,Lumen San Jose 2,Lumen,1400 Kifer Road,Sunnyvale,98108,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/qwest-sunnyvale-2/,,,"1400 Kifer Road, Sunnyvale, CA, 98108, USA",37.37709485,-122.01987790000001
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/level3-san-jose1/,datacentermap,Lumen San Jose 1,Lumen,1741 Technology Drive,San Jose,95110,CA,USA,"21,192 sq. ft.","3,250 sq. ft.",,,,,https://www.datacentermap.com/usa/california/san-jose/level3-san-jose1/,,21192.0,"1741 Technology Drive, San Jose, CA, 95110, USA",37.3679445,-121.9200315
California_San Jose_https://www.datacentermap.com/usa/california/san-jose/navisite-san-jose/,datacentermap,NaviSite San Jose,"NaviSite, Inc.",2720 Zanker Road,San Jose,95134,CA,USA,,,,,,,https://www.datacentermap.com/usa/california/san-jose/navisite-san-jose/,,,"2720 Zanker Road, San Jose, CA, 95134, USA",37.392743100000004,-121.92674315001267
