unique_key,source,name,provider,streetaddress,city,zipcode,state,country,whitespace,area,yearbuilt,power,scale,certifications,url,power_standardized,area_standardized,full_address,latitude,longitude
amazon-aws-7400-potranco-rd,datacenters.com,Not Available,Amazon AWS,7400 Potranco Rd,San Antonio,78251,TX,USA,109600 sqft total space,109600 sqft,,12.0 MW total power,,"ISO 22301, ISO 27001, ISO 9001, PCI DSS, SOC 1, SOC 2, SOC 3",https://www.datacenters.com/amazon-aws-7400-potranco-rd,12.0,109600.0,"7400 Potranco Rd, San Antonio, TX, 78251, USA",29.4532,-98.6371074
centersquare-ord2-chicago-elk-grove-village-campus,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/centersquare-ord2-chicago-elk-grove-village-campus,,,None,44.933143,7.540121
microsoft-azure-west-us-california,datacenters.com,Microsoft Azure: West US-California,Microsoft Azure,nan,Fresno,,CA,USA,,,,,,"HIPAA, ISO 22301, ISO 27001, ISO 9001, PCI DSS, SOC 1, SOC 2, SOC 3",https://www.datacenters.com/microsoft-azure-west-us-california,,,"Fresno, CA, None, USA",,
centersquare-phoenix-phx1-mesa,datacenters.com,Centersquare: Phoenix ( PHX1 - Mesa) Data Center,,1301 West University Drive,Mesa,,AZ,USA,154158 sqft,73500 sqft,,14.0 MW,,"FISMA, HIPAA, ISAE-3402, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3",https://www.datacenters.com/centersquare-phoenix-phx1-mesa,14.0,154158.0,"1301 West University Drive, Mesa, AZ, None, USA",,
meta-inc-temple,datacenters.com,"Meta, Inc.: Temple Data Center","Meta, Inc.",Northwest H K Dodgen Loop & Industrial Blvd,Temple,76502,TX,USA,,,,,,,https://www.datacenters.com/meta-inc-temple,,,"Northwest H K Dodgen Loop & Industrial Blvd, Temple, TX, 76502, USA",,
qts-irving-dallas-dc1-dc2,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/qts-irving-dallas-dc1-dc2,,,None,44.933143,7.540121
switch-texas-1,datacenters.com,Switch Data Centers: Texas 1 Data Center,,4100 Smith School Rd,Austin,,TX,USA,,,,,,,https://www.datacenters.com/switch-texas-1,,,"4100 Smith School Rd, Austin, TX, None, USA",,
switch-houston-2,datacenters.com,Switch Data Centers: Houston 2 Data Center,,660 Greens Parkway,Houston,,TX,USA,,,,,,,https://www.datacenters.com/switch-houston-2,,,"660 Greens Parkway, Houston, TX, None, USA",,
amazon-aws-hilliard-5109-hayden-run,datacenters.com,Amazon AWS: Hilliard 5109 Hayden Run,Amazon AWS,5109 Hayden Run Rd,Hilliard,43026,OH,USA,,,,,,"ISO 22301, ISO 27001, ISO 9001, PCI DSS, SOC 1, SOC 2, SOC 3",https://www.datacenters.com/amazon-aws-hilliard-5109-hayden-run,,,"5109 Hayden Run Rd, Hilliard, OH, 43026, USA",40.061855524571,-83.13842356209233
equinix-la3-el-segundo,datacenters.com,Equinix: LA3 El Segundo Data Center,Equinix,1920 East Maple Avenue,El Segundo,,CA,USA,106885 sqft total space,78323 sqft colocation space,,5.0 MW total power,,"FISMA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-la3-el-segundo,5.0,106885.0,"1920 East Maple Avenue, El Segundo, CA, None, USA",,
prime-prime-los-angeles-4701-s-santa-fe,datacenters.com,Prime Data Centers: Prime Los Angeles - 4701 S. Santa Fe,Prime Data Centers,4701 South Santa Fe Avenue,Vernon,,CA,USA,242495 sqft,110310 sqft,,33.0 MW,Hyperscale,"ISO 27001, SOC 2 Type 2",https://www.datacenters.com/prime-prime-los-angeles-4701-s-santa-fe,33.0,242495.0,"4701 South Santa Fe Avenue, Vernon, CA, None, USA",,
telehouse-new-york-teleport,datacenters.com,Telehouse: New York Teleport Data Center,Telehouse,7 Teleport Drive,Staten Island,,NY,USA,162000 sqft total space,80000 sqft colocation space,1989.0,10.0 MW,,"HIPAA, PCI DSS, SOC 1 Type 2",https://www.datacenters.com/telehouse-new-york-teleport,10.0,162000.0,"7 Teleport Drive, Staten Island, NY, None, USA",,
facebook-eagle-mountain-utah,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/facebook-eagle-mountain-utah,,,None,44.933143,7.540121
equinix-sv2-santa-clara,datacenters.com,Equinix: SV2 Santa Clara Data Center,Equinix,1350 Duane Avenue,Santa Clara,,CA,USA,160000 sqft total space,79974 sqft colocation space,,7.0 MW total power,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-sv2-santa-clara,7.0,160000.0,"1350 Duane Avenue, Santa Clara, CA, None, USA",,
qts-ashburn-broderick,datacenters.com,QTS Data Centers: Ashburn-Broderick Data Center,"QTS Realty Trust, Inc.",22271 Broderick Drive,Sterling,,VA,USA,427320 sqft total space,172000 sqft colocation space,,36.0 MW total power,Hyperscale,"FISMA, HIPAA, HITRUST CSF, ISO 27001, LEED, PCI DSS, SOC 1, SOC 2",https://www.datacenters.com/qts-ashburn-broderick,36.0,,"22271 Broderick Drive, Sterling, VA, None, USA",,
equinix-sv4-sunnyvale,datacenters.com,Equinix: SV4 Sunnyvale Data Center,Equinix,255 Caspian Drive,Sunnyvale,,CA,USA,120000 sqft total space,67622 sqft colocation space,,8.0 MW total power,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-sv4-sunnyvale,8.0,120000.0,"255 Caspian Drive, Sunnyvale, CA, None, USA",,
amazon-aws-iad10-sterling,datacenters.com,Amazon AWS: IAD10 Sterling,Amazon AWS,45360 West Severn Way,Sterling,,VA,USA,108000 sqft total space,108000 sqft,,,,,https://www.datacenters.com/amazon-aws-iad10-sterling,,108000.0,"45360 West Severn Way, Sterling, VA, None, USA",,
amazon-aws-iad60-ashburn,datacenters.com,Amazon AWS: IAD60 Ashburn,Amazon AWS,21267 Smith Switch Road,Ashburn,,VA,USA,109997 sqft total space,109997 sqft,,,,"ISO 22301, ISO 27001, ISO 9001, PCI DSS, SOC 1, SOC 2, SOC 3",https://www.datacenters.com/amazon-aws-iad60-ashburn,,109997.0,"21267 Smith Switch Road, Ashburn, VA, None, USA",,
equinix-at1-atlanta-ibx,datacenters.com,Equinix: AT1 Atlanta IBX Data Center,Equinix,180 Peachtree Street Northwest,Atlanta,,GA,USA,79200 sqft,43012 sqft,,4.0 MW,,"FISMA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-at1-atlanta-ibx,4.0,79200.0,"180 Peachtree Street Northwest, Atlanta, GA, None, USA",,
fibertown-bryan,datacenters.com,FIBERTOWN: Bryan Data Center,FIBERTOWN,110 N Main St,Bryan,,TX,USA,47000 sqft total space,25000 sqft colocation space,,3.0 MW total power,,"PCI DSS, SOC 1, SOC 1 Type 2, SSAE 16 Type 1, SSAE 18",https://www.datacenters.com/fibertown-bryan,3.0,47000.0,"110 N Main St, Bryan, TX, None, USA",,
centersquare-dfw1-fort-worth-campus,datacenters.com,Centersquare: DFW1 Fort Worth Data Center Campus,CXD,14901 FAA Boulevard,Fort Worth,,TX,USA,373700 sqft,373700 sqft,,20.0 MW,,"FedRAMP, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1, SOC 1 Type 2, SOC 2, SOC 2 Type 1, SOC 2 Type 2, SSAE 16 Type 1, SSAE 16 Type 2, SSAE 18",https://www.datacenters.com/centersquare-dfw1-fort-worth-campus,20.0,373700.0,"14901 FAA Boulevard, Fort Worth, TX, None, USA",,
cologix-nnj3-new-jersey,datacenters.com,Cologix: NNJ3 New Jersey Data Center,Cologix,200 Webro Road,Parsippany,7054,NJ,USA,120000 sqft total space,120000 sqft colocation space,,,Enterprise,"HIPAA, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SSAE 18",https://www.datacenters.com/cologix-nnj3-new-jersey,,120000.0,"200 Webro Road, Parsippany, NJ, 7054, USA",40.85700465,-74.4188289900982
lightedge-des-moines-ii-2,datacenters.com,LightEdge: Des Moines II Data Center,LightEdge,1401 Northridge Circle,Altoona,50009,IA,USA,48000 sqft total space,48000 sqft,,6.0 MW total power,,"HIPAA, HITECH, HITRUST CSF, ISO 22301, ISO 27001, ISO/IEC 20000, NIST 800-53, PCI DSS, SOC 1, SOC 2, SOC 3",https://www.datacenters.com/lightedge-des-moines-ii-2,6.0,48000.0,"1401 Northridge Circle, Altoona, IA, 50009, USA",41.666806449999996,-93.45594347669609
equinix-dc5-ashburn,datacenters.com,Equinix: DC5 Ashburn Data Center,Equinix,21701 Filigree Court,Ashburn,,VA,USA,92037 sqft,57545 sqft,,6.0 MW,,"FISMA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-dc5-ashburn,6.0,92037.0,"21701 Filigree Court, Ashburn, VA, None, USA",,
equinix-dc4-ashburn,datacenters.com,Equinix: DC4 Ashburn Data Center,Equinix,21691 Filigree Court,Ashburn,,VA,USA,99969 sqft,60587 sqft,,6.0 MW,,"FISMA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-dc4-ashburn,6.0,99969.0,"21691 Filigree Court, Ashburn, VA, None, USA",,
digital-realty-austin-aus11,datacenters.com,Digital Realty: Austin AUS11 Data Center,Digital Realty,7500 Metro Center Drive,Austin,,TX,USA,85688 sqft total space,85688 sqft,,16.0 MW total power,,"HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 2, SOC 3",https://www.datacenters.com/digital-realty-austin-aus11,16.0,85688.0,"7500 Metro Center Drive, Austin, TX, None, USA",,
centersquare-secaucus-nyc3,datacenters.com,Centersquare: Secaucus (NYC3) Data Center,,15 Enterprise Avenue North,Secaucus,,NJ,USA,154691 sqft total space,98600 sqft colocation space,,12.0 MW total power,,"FISMA, HIPAA, ISAE-3402, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3",https://www.datacenters.com/centersquare-secaucus-nyc3,12.0,154691.0,"15 Enterprise Avenue North, Secaucus, NJ, None, USA",,
digital-realty-new-york-ewr21,datacenters.com,Digital Realty: New York EWR21 Data Center,Digital Realty,2 Peekay Drive,Clifton,,NJ,USA,215000 sqft,214900 sqft,,30.0 MW,Enterprise,"HIPAA, ISO 14001, ISO 27001, ISO 9001, NIST 800-53, PCI DSS, SOC 2, SOC 3",https://www.datacenters.com/digital-realty-new-york-ewr21,30.0,215000.0,"2 Peekay Drive, Clifton, NJ, None, USA",,
meta-inc-mesa,datacenters.com,"Meta, Inc.: Mesa Data Center",,3841 S Ellsworth Rd,Mesa,85212,AZ,USA,,,,,,,https://www.datacenters.com/meta-inc-mesa,,,"3841 S Ellsworth Rd, Mesa, AZ, 85212, USA",33.33753495,-111.63554669999999
databank-iad1-ashburn,datacenters.com,DataBank: IAD1 - Ashburn Data Center,DataBank,21635 Red Rum Drive,Ashburn,,VA,USA,142000 sqft total space,85330 sqft colocation space,,9.0 MW total power,,"FISMA, HIPAA, HITECH, PCI DSS, Privacy Shield, SOC 1, SOC 2, SSAE 18",https://www.datacenters.com/databank-iad1-ashburn,9.0,142000.0,"21635 Red Rum Drive, Ashburn, VA, None, USA",,
cyrusone-aus3-austin,datacenters.com,CyrusOne: AUS3 Austin Data Center,CyrusOne,7100 Metropolis Drive,Austin,,TX,USA,172000 sqft total space,120000 sqft colocation space,,24.0 MW total power,,"FISMA, HIPAA, HITECH, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2, SSAE 18",https://www.datacenters.com/cyrusone-aus3-austin,24.0,172000.0,"7100 Metropolis Drive, Austin, TX, None, USA",,
equinix-ny6-secaucus,datacenters.com,Equinix: NY6 Secaucus Data Center,Equinix,105 Enterprise Avenue South,Secaucus,,NJ,USA,70183 sqft total space,16390 sqft colocation space,,,Enterprise,"FISMA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-ny6-secaucus,,70183.0,"105 Enterprise Avenue South, Secaucus, NJ, None, USA",,
equinix-ny11-carteret,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/equinix-ny11-carteret,,,None,44.933143,7.540121
equinix-ny9-new-york,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/equinix-ny9-new-york,,,None,44.933143,7.540121
equinix-dc10-ashburn,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/equinix-dc10-ashburn,,,None,44.933143,7.540121
ntt-global-va2-ashburn,datacenters.com,NTT Global Data Centers: VA2 Ashburn Data Center,NTT Global Data Centers,44664 Guilford Drive,Ashburn,,VA,USA,140000 sqft total space,70000 sqft colocation space,,24.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SSAE 16 Type 1",https://www.datacenters.com/ntt-global-va2-ashburn,24.0,140000.0,"44664 Guilford Drive, Ashburn, VA, None, USA",,
stack-infrastructure-dfw01-dallas,datacenters.com,Stack Infrastructure: DFW01 Dallas Data Center,Stack Infrastructure,6653 Pinecrest Drive,Plano,,TX,USA,294000 sqft total space,247000 sqft colocation space,,82.0 MW total power,"Hyperscale, Enterprise","HIPAA, HITECH, ISO 27001, LEED, PCI DSS, SSAE 18",https://www.datacenters.com/stack-infrastructure-dfw01-dallas,,294000.0,"6653 Pinecrest Drive, Plano, TX, None, USA",,
365-tx1-richardson,datacenters.com,365 Data Centers: TX1 Richardson Data Center,365 Data Centers,1001 East Campbell Road,Richardson,,TX,USA,75119 sqft,36729 sqft,,6.0 MW,,"HIPAA, ISAE-3402, PCI DSS, SOC 2, SSAE 18",https://www.datacenters.com/365-tx1-richardson,6.0,75119.0,"1001 East Campbell Road, Richardson, TX, None, USA",,
us-signal-10290-w-70th-st,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/us-signal-10290-w-70th-st,,,None,44.933143,7.540121
digital-realty-new-york-ewr10,datacenters.com,Digital Realty: New York EWR10 Data Center,Digital Realty,300 John F. Kennedy Blvd,Weehawken,7086,NJ,USA,370000 sqft total space,370000 sqft,,14.0 MW total power,,"HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 2, SOC 3",https://www.datacenters.com/digital-realty-new-york-ewr10,14.0,370000.0,"300 John F. Kennedy Blvd, Weehawken, NJ, 7086, USA",40.7624966,-74.02446887663262
equinix-sv3-san-jose,datacenters.com,Equinix: SV3 San Jose Data Center,Equinix,1735 Lundy Avenue,San Jose,,CA,USA,103420 sqft,54488 sqft,,4.0 MW,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-sv3-san-jose,4.0,103420.0,"1735 Lundy Avenue, San Jose, CA, None, USA",,
keystone-nap-keystone-nap,datacenters.com,Keystone Nap: Keystone NAP,,150 Roebling Rd,Fairless Hills,,PA,USA,180000 sqft total space,180000 sqft,,2.0 MW,,HIPAA,https://www.datacenters.com/keystone-nap-keystone-nap,2.0,180000.0,"150 Roebling Rd, Fairless Hills, PA, None, USA",,
amazon-aws-iad55-haymarket,datacenters.com,Amazon AWS: IAD55 Haymarket,Amazon AWS,15395 John Marshall Hwy,Haymarket,20169,VA,USA,236082 sqft total space,236082 sqft,,50.0 MW,,"ISO 22301, ISO 27001, ISO 9001, PCI DSS, SOC 1, SOC 2, SOC 3",https://www.datacenters.com/amazon-aws-iad55-haymarket,50.0,236082.0,"15395 John Marshall Hwy, Haymarket, VA, 20169, USA",38.8148784,-77.64888000389527
cyrusone-nym5-norwalk,datacenters.com,CyrusOne: NYM5 Norwalk Data Center,CyrusOne,6 Norden Place,Norwalk,,CT,USA,168000 sqft,75000 sqft,,16.0 MW,,"FISMA, HIPAA, HITECH, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2, SSAE 18",https://www.datacenters.com/cyrusone-nym5-norwalk,16.0,168000.0,"6 Norden Place, Norwalk, CT, None, USA",,
expedient-indianapolis-carmel,datacenters.com,Expedient: Indianapolis Carmel Data Center,Expedient,701 Congressional Blvd,Carmel,,IN,USA,53000 sqft total space,26000 sqft colocation space,,4.0 MW total power,,"EU-US, HIPAA, HITECH, HITRUST CSF, PCI DSS, Privacy Shield, SOC 1 Type 2, SOC 2 Type 2, SSAE 16 Type 1",https://www.datacenters.com/expedient-indianapolis-carmel,4.0,53000.0,"701 Congressional Blvd, Carmel, IN, None, USA",,
microsoft-azure-boydton-virginia,datacenters.com,Microsoft Azure: Boydton - Virginia,Microsoft Azure,925 Ridge Rd,Boydton,23917,VA,USA,,,,,,,https://www.datacenters.com/microsoft-azure-boydton-virginia,,,"925 Ridge Rd, Boydton, VA, 23917, USA",,
cyrusone-chi2-chicago-aurora,datacenters.com,CyrusOne: CHI2 Chicago Aurora Data Center,CyrusOne,2805 Diehl Rd,Aurora,,IL,USA,428000 sqft total space,240000 sqft colocation space,,50.0 MW total power,Enterprise,"FISMA, HIPAA, ISO 27001, PCI DSS, SSAE 16 Type 1",https://www.datacenters.com/cyrusone-chi2-chicago-aurora,50.0,,"2805 Diehl Rd, Aurora, IL, None, USA",,
centersquare-lax3-los-angeles-irvine-campus,datacenters.com,Centersquare: LAX3 (Los Angeles) Irvine Data Center Campus,Centersquare,17836 Gillette Avenue,Irvine,,CA,USA,"206,402 sq/ft","132,000 sq/ft",,"34 MW utility power, 38.5 MW generator power",,"HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1, SOC 1 Type 2, SOC 2, SOC 2 Type 1, SOC 2 Type 2, SSAE 16 Type 1, SSAE 16 Type 2, SSAE 18",https://www.datacenters.com/centersquare-lax3-los-angeles-irvine-campus,,206402.0,"17836 Gillette Avenue, Irvine, CA, None, USA",,
stack-infrastructure-atl01-atlanta,datacenters.com,Stack Infrastructure: ATL01 Atlanta Data Center,Georgia Power,3200 Webb Bridge Road,Alpharetta,,GA,USA,102500 sqft total space,102500 sqft,,19.0 MW,Hyperscalers and enterprises,"HIPAA, HITECH, ISO 27001, LEED, PCI DSS, SSAE 18",https://www.datacenters.com/stack-infrastructure-atl01-atlanta,19.0,102500.0,"3200 Webb Bridge Road, Alpharetta, GA, None, USA",,
aligned-energy-ord-02-chicago,datacenters.com,Aligned Data Centers: ORD-02 Chicago,Aligned,501 Northwest Avenue,Northlake,,IL,USA,228768 sqft total space,228768 sqft,,36.0 MW total power,Hyperscale,"HIPAA, HITECH, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/aligned-energy-ord-02-chicago,36.0,228768.0,"501 Northwest Avenue, Northlake, IL, None, USA",,
apple-inc-newark,datacenters.com,Apple Inc.: Newark Data Center,T5 Data Centers,39800 Eureka Drive,Newark,,CA,USA,109000 sqft total space,109000 sqft,2006.0,,,,https://www.datacenters.com/apple-inc-newark,,109000.0,"39800 Eureka Drive, Newark, CA, None, USA",,
centersquare-tpa1-tampa-campus,datacenters.com,Not Available,Centersquare TPA1 Tampa Data Center Campus,9310 Florida Palm Drive,Tampa,,FL,USA,96000 sqft total space,96000 sqft colocation space,,9.0 MW total power,,"HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1, SOC 1 Type 2, SOC 2, SOC 2 Type 1, SOC 2 Type 2, SSAE 16 Type 1, SSAE 16 Type 2, SSAE 18",https://www.datacenters.com/centersquare-tpa1-tampa-campus,9.0,96000.0,"9310 Florida Palm Drive, Tampa, FL, None, USA",,
ibm-dal10-dallas-tx,datacenters.com,"IBM Cloud: DAL10 Dallas, TX",IBM Cloud,1950 North Stemmons Freeway,Dallas,,TX,USA,,,,,,"SOC 1, SSAE 16 Type 1",https://www.datacenters.com/ibm-dal10-dallas-tx,,,"1950 North Stemmons Freeway, Dallas, TX, None, USA",,
centersquare-dallas-da1-allen,datacenters.com,Centersquare: Dallas (DA1-Allen) Data Center,Centersquare,900 Guardians Way,Allen,,TX,USA,112292 sqft,77124 sqft,,12.0 MW,,"FedRAMP, FISMA, HIPAA, HITECH, ISAE-3402, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3",https://www.datacenters.com/centersquare-dallas-da1-allen,12.0,112292.0,"900 Guardians Way, Allen, TX, None, USA",,
ntt-global-va1-ashburn,datacenters.com,NTT Global Data Centers: VA1 Ashburn Data Center,NTT Global Data Centers,44664 Guilford Drive,Ashburn,,VA,USA,150000 sqft total space,7000 sqft colocation space,,28.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SSAE 16 Type 1",https://www.datacenters.com/ntt-global-va1-ashburn,28.0,150000.0,"44664 Guilford Drive, Ashburn, VA, None, USA",,
cyrusone-dur1-raleigh-durham,datacenters.com,CyrusOne: DUR1 Raleigh-Durham Data Center,CyrusOne,2223 Northeast Creek Parkway,Durham,,NC,USA,420000 sqft total space,220000 sqft colocation space,,50.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2, SSAE 18",https://www.datacenters.com/cyrusone-dur1-raleigh-durham,50.0,,"2223 Northeast Creek Parkway, Durham, NC, None, USA",,
prime-prime-dallas-1515-round-table,datacenters.com,Prime Data Centers: Prime Dallas - 1515 Round Table,Prime Data Centers,1515 Round Table Drive,Dallas,,TX,USA,85747 sqft total space,24231 sqft colocation space,,6.0 MW total power,Enterprise,"ISO 27001, SOC 2 Type 2",https://www.datacenters.com/prime-prime-dallas-1515-round-table,6.0,85747.0,"1515 Round Table Drive, Dallas, TX, None, USA",,
equinix-se4-kent,datacenters.com,Equinix: SE4 Kent Data Center,Equinix,6906 S 204th St,Kent,,WA,USA,108336 sqft,75000 sqft,,12.0 MW,,"FISMA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-se4-kent,12.0,108336.0,"6906 S 204th St, Kent, WA, None, USA",,
involta-marion,datacenters.com,Involta: Marion Data Center,Involta,5055 Rec Drive,Marion,,IA,USA,19000 sqft total space,19000 sqft,,,,"HIPAA, HITRUST CSF, NIST 800-53, PCI DSS, Privacy Shield, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/involta-marion,,19000.0,"5055 Rec Drive, Marion, IA, None, USA",,
centersquare-sfo2-santa-clara-campus,datacenters.com,Centersquare: SFO2 Santa Clara Data Center Campus,Centersquare,4650 Old Ironsides Drive,Santa Clara,,CA,USA,214552 sqft,159238 sqft,,10.0 MW,,"HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1, SOC 1 Type 2, SOC 2, SOC 2 Type 1, SOC 2 Type 2, SSAE 16 Type 1, SSAE 16 Type 2, SSAE 18",https://www.datacenters.com/centersquare-sfo2-santa-clara-campus,10.0,214552.0,"4650 Old Ironsides Drive, Santa Clara, CA, None, USA",,
amazon-aws-ale061,datacenters.com,Amazon AWS: ALE061,Amazon AWS,Chive Dr,San Antonio,78223,TX,USA,,,,,,"ISO 22301, ISO 27001, ISO 9001, PCI DSS, SOC 1, SOC 2, SOC 3",https://www.datacenters.com/amazon-aws-ale061,,,"Chive Dr, San Antonio, TX, 78223, USA",29.301469480360677,-98.3912200783111
evocative-new-york-jfk2,datacenters.com,Evocative: New York Data Center (JFK2),,480 N Bedford Rd,Chappaqua,10514,NY,USA,38000 sqft total space,38000 sqft,,,,"HIPAA, ISAE-3402, PCI DSS, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/evocative-new-york-jfk2,,38000.0,"480 N Bedford Rd, Chappaqua, NY, 10514, USA",41.1774816,-73.7512709
databank-iad2-mclean,datacenters.com,DataBank: IAD2 - McLean Data Center,DataBank,1764a Old Meadow Lane,McLean,,VA,USA,65000 sqft total space,64100 sqft colocation space,,2.0 MW total power,,"FISMA, HIPAA, HITECH, PCI DSS, Privacy Shield, SOC 1, SOC 2, SSAE 18",https://www.datacenters.com/databank-iad2-mclean,2.0,65000.0,"1764a Old Meadow Lane, McLean, VA, None, USA",,
equinix-dc13-ashburn,datacenters.com,Equinix: DC13 Ashburn Data Center,Equinix,21830 Uunet Drive,Ashburn,,VA,USA,108336 sqft total space,75000 sqft colocation space,,12.0 MW total power,,"FISMA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-dc13-ashburn,12.0,108336.0,"21830 Uunet Drive, Ashburn, VA, None, USA",,
aligned-energy-iad01-ashburn,datacenters.com,Aligned Data Centers: IAD01 Ashburn Data Center,Aligned Energy,21890 Uunet Drive,Ashburn,,VA,USA,370000 sqft total space,370000 sqft,,60.0 MW,,"HIPAA, HITECH, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/aligned-energy-iad01-ashburn,,370000.0,"21890 Uunet Drive, Ashburn, VA, None, USA",,
element-critical-austin-one-2,datacenters.com,Element Critical: Austin One Data Center,Element Critical,8025 N Interstate Hwy 35,Austin,78753,TX,USA,62300 sqft total space,62300 sqft,,5.0 MW total power,,"HIPAA, HITECH, ISAE-3402, ISO 27001, PCI DSS, SOC 1, SOC 1 Type 1, SOC 1 Type 2, SOC 2 Type 1, SOC 2 Type 2, SSAE 18",https://www.datacenters.com/element-critical-austin-one-2,5.0,62300.0,"8025 N Interstate Hwy 35, Austin, TX, 78753, USA",30.3428035,-97.69617382746422
equinix-dc12-ashburn,datacenters.com,Equinix: DC12 Ashburn Data Center,Equinix,44790 Performance Circle,Ashburn,,VA,USA,182800 sqft,57803 sqft,,,Enterprise,"FISMA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-dc12-ashburn,,182800.0,"44790 Performance Circle, Ashburn, VA, None, USA",,
lightedge-austin-i,datacenters.com,LightEdge: Austin I Data Center,LightEdge,2916 Montopolis Dr,Austin,78741,TX,USA,58471 sqft total space,58471 sqft,,2.0 MW total power,,"HIPAA, HITECH, HITRUST CSF, ISO 22301, ISO 27001, ISO/IEC 20000, NIST 800-53, PCI DSS, SOC 1, SOC 2, SOC 3",https://www.datacenters.com/lightedge-austin-i,2.0,58471.0,"2916 Montopolis Dr, Austin, TX, 78741, USA",30.21429715,-97.71266755173377
equinix-dc11-ashburn,datacenters.com,Equinix: DC11 Ashburn Data Center,Equinix,21721 Filigree Court,Ashburn,,VA,USA,229435 sqft total space,116835 sqft colocation space,,4.0 MW total power,,"FISMA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/equinix-dc11-ashburn,4.0,229435.0,"21721 Filigree Court, Ashburn, VA, None, USA",,
meta-inc-kansas-city,datacenters.com,"Meta, Inc.: Kansas City Data Center",,801 NW 128 St,Kansas City,64165,MO,USA,,,,,,,https://www.datacenters.com/meta-inc-kansas-city,,,"801 NW 128 St, Kansas City, MO, 64165, USA",,
digital-realty-silicon-valley-sfo10,datacenters.com,Digital Realty: Silicon Valley SFO10 Data Center,Digital Realty,200 Paul Avenue,San Francisco,,CA,USA,425000 sqft total space,121220 sqft colocation space,,45.0 MW total power,,"HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 2, SOC 3",https://www.datacenters.com/digital-realty-silicon-valley-sfo10,45.0,,"200 Paul Avenue, San Francisco, CA, None, USA",,
